"","b_sal_code","ward16","pop96","pop01","pop11","House","Traditional","Flat","Cluster.house","Townhouse","Semi","House.in.backyard","BYS","Informal.dwelling.not.BYS","Flatlet","Caravan","Other","Unspecified","Not.applicable","pop_1996","pop_1997","pop_1998","pop_1999","pop_2000","pop_2001","pop_2002","pop_2003","pop_2004","pop_2005","pop_2006","pop_2007","pop_2008","pop_2009","pop_2010","pop_2011","pop_2012","pop_2013","pop_2014","pop_2015","pop_2016","pop_2017","pop_2018","pop_2019","pop_2020","pop_2021","pop_2022","pop_2023","pop_2024","pop_2025","pop_2026","pop_2027","pop_2028","pop_2029","pop_2030"
"23",5600075,59500098,573.992867510391,642.031,690,15,78,6,0,0,0,0,0,0,0,0,0,0,0,573.99286751039,589.950021074424,604.732411105402,618.340037603324,630.77290056819,642.030999999999,652.114335898752,661.022908264449,668.75671709709,675.315762396674,680.700044163202,684.909562396674,687.94431709709,689.804308264449,690.489535898753,690,867.478291825739,879.330266449672,891.423648838129,901.606511145853,907.883098893032,908.191003629765,901.853990177616,889.290347507725,870.571415809014,847.868607708962,821.492918463504,793.033936016465,761.915118773946,728.594044380324,693.96337156283,658.409081404168,621.661839538949,583.908962578145,545.320595307085
"24",5600077,59500105,2651.96680302694,753.547,708,126,6,0,0,0,0,0,0,0,0,0,0,0,0,2651.96680302696,2172.2483729268,1742.54717757403,1362.86321696864,1033.19649111064,753.547000000015,523.914743636781,344.299722020932,214.701935152467,135.121383031388,105.558065657694,126.011983031384,196.48313515246,316.971522020921,487.477143636768,707.999999999999,1233.20973475708,1666.43512917407,2184.03907243245,2786.65020192825,3470.46725130054,4224.97035097084,5038.70395815924,5902.15691019929,6801.72384360563,7739.78136105931,8707.59945029751,9711.40911756322,10735.6533142696,11775.1483198566,12834.1360238383,13912.6960909857,14997.8958505466,16084.2473149988,17165.8647873809
"25",5600088,59500105,752.010160827127,628.064,762,42,96,0,0,0,0,0,0,0,0,0,0,0,0,752.010160827129,717.038840084256,687.158563630107,662.369331464682,642.671143587979,628.064000000001,618.547900700745,614.122845690213,614.788834968405,620.545868535319,631.393946390957,647.333068535319,668.363234968404,694.484445690212,725.696700700744,761.999999999999,1012.48148580022,1090.19494731998,1179.16303912324,1277.32943069566,1382.13332387732,1489.99211747807,1598.57036617287,1706.91658874256,1813.19452937082,1919.90941159854,2026.18608487991,2134.5089395565,2242.18939802032,2349.01646286442,2456.51338099978,2565.11896492301,2672.83363799562,2779.14154276257,2883.45764217924
"26",5600089,59500098,584.488077276507,716.876,762,81,15,0,0,0,0,36,6,0,0,0,0,0,0,584.488077276506,616.823044366457,646.229320183782,672.706904728481,696.255798000553,716.875999999999,734.567510726818,749.330330181011,761.164458362577,770.069895271517,776.04664090783,779.094695271517,779.214058362577,776.404730181011,770.666710726819,762,945.700910636817,943.96086691353,939.749982416255,930.605377645366,914.39506742942,889.139169664836,854.46249653955,811.163910964289,759.782325299903,702.700612611834,640.560960930331,574.954143855577,505.741800088772,433.610618478269,359.426113843737,283.618526732073,206.30798439515,127.883927640178,48.729268116936
"27",5600091,59500105,527.862949733594,810.579,768,48,78,0,0,0,0,3,0,0,0,3,0,0,0,527.862949733591,600.619789134414,665.269813861466,721.813023914747,770.249419294258,810.578999999998,842.801766031967,866.917717390165,882.926854074592,890.829176085249,890.624683422134,882.313376085249,865.895254074593,841.370317390167,808.738566031969,768,906.317978548689,849.449292559174,781.102255534014,698.544496362822,599.948981525964,484.436214471794,352.970373255996,207.539699653955,50.2838900264019,0,0,0,0,0,0,0,0,0,0
"28",5600092,59500105,1130.24841716967,1035.17,771,15,9,3,0,0,0,99,0,3,0,0,0,0,0,1130.24841716967,1113.20641815336,1095.17757692823,1076.1618934943,1056.15936785155,1035.17,1013.19378993964,990.230737670472,966.280843192494,941.344106505707,915.420527610112,888.510106505707,860.612843192494,831.728737670472,801.857789939641,771.000000000002,931.524015634971,906.046716200407,879.680845181797,850.154904850307,815.69980654986,774.835767226139,727.581265958175,674.934163070201,617.601879633569,557.708452030817,495.851511450267,433.30584485926,369.965851745255,306.345361888612,243.043755468228,180.312503632245,118.192896874759,56.9069846204794,0
"29",5600094,52102018,429.672736759815,652.9,768,30,144,0,0,0,0,0,0,0,0,0,0,0,0,429.672736759812,483.154310113992,532.217823115101,576.863275763138,617.090668058104,652.899999999998,684.29127158882,711.264482824571,733.81963370725,751.956724236858,765.675754413393,774.976724236858,779.859633707251,780.324482824572,776.371271588821,767.999999999999,951.757782943414,946.683880734083,937.068584301271,920.324156957846,894.252428385047,856.913233373178,808.058754815132,748.653457093176,679.481288493274,603.003599513745,520.061768044665,432.239360635933,339.691623972291,243.264363325043,143.823136982129,41.8481395476754,0,0,0
"30",5600095,59500105,2107.08719687694,1196.52,771,18,147,0,0,0,0,0,0,0,0,0,0,0,0,2107.08719687695,1887.75737366813,1687.03574237602,1504.92230300063,1341.41705554196,1196.52000000001,1070.23113637477,962.55046466626,873.477984874463,803.013696999385,751.157601041025,717.909696999384,703.269984874461,707.238464666256,729.81513637477,771.000000000002,1047.010840932,1166.28153206651,1316.17965544517,1495.56424310818,1702.18163810157,1931.68364411504,2180.30422403888,2445.47275535118,2722.94587256909,3014.78483885464,3318.24693647015,3636.15734178573,3962.93546029788,4296.94768147219,4639.90036230969,4991.85381085453,5348.17443340243,5706.93062075162,6066.0371597642
"31",5600100,59500105,250.260048405499,537.356,798,114,39,0,0,0,0,0,0,0,0,0,0,0,0,250.260048405495,316.040516142769,377.640345170856,435.059535489756,488.29808709947,537.355999999997,582.233274191337,622.929909673491,659.445906446458,691.781264510238,719.935983864831,743.910064510238,763.703506446458,779.316309673491,790.748474191338,797.999999999998,1009.55333887166,1026.16117984123,1039.48079649436,1046.79465617699,1045.59360838635,1033.40179329126,1009.49886545935,974.541953402556,928.916589310285,875.317032459929,814.407526200237,748.107576579546,676.175324519202,599.427152242246,518.976487691348,435.399249220797,348.814711465377,259.721636273689,168.61380646656
"32",5600101,59500098,290.564363383085,751.39,801,42,123,12,0,0,0,0,0,6,0,0,0,0,0,290.564363383079,405.983924659365,509.776268959199,601.941396282583,682.479306629515,751.389999999996,808.673476394026,854.329735811605,888.358778252733,910.76060371741,921.535212205636,920.682603717411,908.202778252735,884.095735811607,848.361476394029,801,935.123225864658,861.241704665398,770.649320507488,660.288664621925,528.231572672929,373.837096053869,198.543109803727,4.87385851116343,0,0,0,0,0,0,0,0,0,0,0
"33",5600104,59500105,159.110914497139,299.892,825,147,18,9,0,0,0,0,0,0,0,0,6,0,0,159.110914497137,180.772576157861,205.68151553851,233.837732639082,265.241227459578,299.891999999997,337.79005026034,378.935378240607,423.327983940798,470.967867360912,521.85502850095,575.989467360912,633.371183940797,694.000178240607,757.87645026034,824.999999999996,1128.395280552,1242.9839179166,1368.04517285099,1501.09098289962,1638.86681441076,1776.82457716907,1911.91293808959,2042.83758285349,2167.36811681675,2288.56970621191,2405.53025409157,2521.36512555224,2633.07391466783,2740.63249613459,2846.03987482148,2949.99587056731,3050.39410893376,3146.86929082697,3238.98663023477
"34",5600106,59500105,1275.13798627877,959.685,834,87,48,0,0,0,0,3,0,0,0,0,0,0,0,1275.13798627877,1198.57482975482,1128.74795286496,1065.65735560921,1009.30303798756,959.685000000003,916.80324164655,880.657762927198,851.248563841946,828.575644390795,812.639004573745,803.438644390795,800.974563841945,805.246762927197,816.255241646548,834.000000000001,1081.90475052653,1141.27283663581,1213.42882785132,1296.28451265094,1387.39935270029,1483.40916413066,1582.23081692202,1683.10263736124,1784.3126811268,1888.34801278658,1994.30717182252,2104.56188951636,2216.36921799312,2329.40252264314,2445.04752909346,2563.62588735312,2683.02147470918,2802.58221721838,2921.57987242129
"35",5600108,59500098,986.377690804948,918.952,894,42,108,0,0,0,0,0,0,3,0,0,0,0,0,986.377690804949,969.961902467696,955.011439218574,941.526301057584,929.506487984726,918.952000000001,909.862837103407,902.238999294945,896.080486574615,891.387298942417,888.159436398351,886.396898942417,886.099686574615,887.267799294945,889.901237103406,894,1133.67985677535,1162.9453174776,1196.99467678757,1233.23480615669,1269.09906331275,1301.65103792736,1329.60362844871,1353.07175001836,1371.53389908912,1387.73414417891,1401.62680202011,1415.40321607725,1427.60659142487,1438.50998270727,1449.35611539869,1460.58090182988,1471.20596833704,1481.15530252191,1490.31094793108
"36",5600109,59500098,368.742234928328,997.995,897,3,105,39,0,0,0,0,3,3,0,0,0,0,0,368.742234928321,530.846135413145,674.823362162724,800.673915177059,908.39779445615,997.994999999995,1069.4655318086,1122.80938988195,1158.02657422007,1175.11708482293,1174.08092169056,1154.91808482293,1117.62857422007,1062.21238988196,988.669531808601,897.000000000001,992.077270394375,845.701686925457,671.339857866161,465.345367472211,225.980833420128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
