"","b_sal_code","ward16","pop96","pop01","pop11","House","Traditional","Flat","Cluster.house","Townhouse","Semi","House.in.backyard","BYS","Informal.dwelling.not.BYS","Flatlet","Caravan","Other","Unspecified","Not.applicable","pop_1996","pop_1997","pop_1998","pop_1999","pop_2000","pop_2001","pop_2002","pop_2003","pop_2004","pop_2005","pop_2006","pop_2007","pop_2008","pop_2009","pop_2010","pop_2011","pop_2012","pop_2013","pop_2014","pop_2015","pop_2016","pop_2017","pop_2018","pop_2019","pop_2020","pop_2021","pop_2022","pop_2023","pop_2024","pop_2025","pop_2026","pop_2027","pop_2028","pop_2029","pop_2030"
"721",5990608,59500036,197.256338110084,233.31,426,6,0,0,117,6,0,3,0,60,0,0,0,0,0,197.256338110083,201.251532455529,206.854495817243,214.065228195226,222.883729589478,233.309999999999,245.344039426789,258.985847869848,274.235425329175,291.092771804772,309.557887296637,329.630771804772,351.311425329175,374.599847869847,399.496039426788,425.999999999999,75.9152112929942,77.2711146818464,78.7951940845338,80.3067124472844,81.6338778140492,82.5908829936564,83.1077652727857,83.2086229791745,82.8813061129588,82.3118572511862,81.5131870234315,80.6265895721613,79.5797574848567,78.4018042456918,77.1720349871501,75.9212715998932,74.6059891243517,73.2317837217901,71.8021125737369
"722",5990609,59500009,517.381640161341,657.653,429,123,3,0,0,0,3,0,0,0,0,0,0,0,0,517.38164016134,559.0144646538,593.858012883896,621.912284851628,643.177280556996,657.653,665.339443180639,666.236610098914,660.344500754825,647.663115148371,628.192453279554,601.932515148372,568.883300754826,529.044810098915,482.417043180641,429.000000000002,464.773963892637,387.135655823356,298.25604827725,196.559450813034,81.4138607360228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723",5990610,59500018,134.208448329927,207.624,426,9,3,147,0,3,0,0,0,0,0,0,0,0,0,134.208448329926,146.983694753011,160.712873131561,175.395983465575,191.033025755055,207.623999999999,225.168906200407,243.667744356281,263.120514467619,283.527216534422,304.88785055669,327.202416534422,350.470914467619,374.693344356281,399.869706200407,425.999999999998,571.001518426657,617.166373167811,667.26276518615,719.985537817876,773.759452378404,826.504448505547,876.940533035942,919.952192947667,916.333386890279,910.037576307157,901.207500755386,891.405304295989,879.831558211945,866.808140364605,853.211846065898,839.383441271197,824.841715252936,809.648539012494,793.842135051516
"724",5990611,59500033,623.203565241393,588.369,426,36,3,111,0,0,0,6,0,0,3,0,0,0,0,623.203565241394,618.708648713574,612.977733925525,606.010820877247,597.807909568738,588.369000000001,577.694092171034,565.783186081837,552.636281732411,538.253379122755,522.63447825287,505.779579122755,487.688681732411,468.361786081837,447.798892171034,426.000000000001,507.838667420488,485.775234889341,461.991904712468,435.201767687044,404.477320608567,369.163231830765,329.461813970742,286.091564872255,239.667663928698,191.344792153793,141.592342745245,91.0230522205872,39.815724846955,0,0,0,0,0,0
"725",5990612,59500084,168.417155367786,435.895,426,0,0,0,0,0,0,0,3,108,0,0,0,0,0,168.417155367783,236.442076007944,297.202320791246,350.697889717689,396.928782787273,435.894999999998,467.596541355864,492.033406854871,509.205596497019,519.113110282307,521.755948210737,517.134110282308,505.247596497019,486.096406854872,459.680541355866,426,484.233759464581,432.092428142884,368.050600755096,291.469593445839,201.417920768994,97.8380291044648,0,0,0,0,0,0,0,0,0,0,0,0,0
"726",5990613,59500106,606.144856935114,360.335,426,102,3,6,0,0,0,3,3,3,0,0,0,0,0,606.144856935117,542.121959844888,485.529525606262,436.367554219239,394.636045683819,360.335000000002,333.464417167788,314.024297187177,302.014640058169,297.435445780764,300.286714354962,310.568445780764,328.280640058168,353.423297187175,385.996417167786,425.999999999999,596.647474339873,677.682256868797,772.534577541702,880.308976596432,999.417986158139,1127.1086544075,1261.11414091851,1400.01424823026,1541.55986114051,1687.16413298555,1835.52864385027,1988.45276466853,2143.09552465508,2265.26422583598,2229.73248859843,2193.59416776005,2155.59169616672,2115.88676376978,2074.57925895464
"727",5990614,59500085,268.207084109531,301.418,426,6,0,0,0,0,0,3,3,108,0,0,0,0,0,268.207084109531,273.298329468449,279.165043736956,285.807226915049,293.224879002731,301.417999999999,310.386589906856,320.130648723299,330.650176449331,341.945173084949,354.015638630156,366.861573084949,380.482976449331,394.879848723299,410.052189906855,425.999999999999,508.349332565853,517.428838122211,527.634496961034,537.756043588887,546.643111370277,553.051483764023,556.512671016685,557.18804222166,554.996237606428,551.18304992135,545.834932326678,539.898029630481,532.888151322483,525.000249376032,516.765372977192,508.389914063484,499.582417420993,490.38035649931,480.806881545832
"728",5990615,59500102,63.7683990912822,140.033,426,48,0,3,57,39,6,0,0,0,0,0,0,0,0,63.7683990912808,75.462977988156,88.9367275274653,104.189647709209,121.221738533386,140.032999999998,160.623432109044,182.993034860525,207.141808254439,233.069752290788,260.776866969571,290.263152290788,321.528608254439,354.573234860524,389.397032109044,425.999999999998,152.650975759217,155.377438240427,158.442070532061,161.481444973915,164.150120787101,166.074475234457,167.113826675596,167.316632240263,166.658460601677,165.513407812993,163.907434681916,162.124656715065,160.019677530243,157.651038777948,155.178207917338,152.663161877727,150.018380286913,147.255115955276,144.380320613895
"729",5990616,59500063,399.177106418428,288.71,429,144,0,0,3,3,0,3,0,0,3,0,0,0,0,399.177106418429,367.451039459094,340.541295337584,318.447874053898,301.170775608037,288.71,281.065547229789,278.237417297402,280.22561020284,287.030125946103,298.65096452719,315.088125946102,336.341610202839,362.411417297401,393.297547229788,428.999999999999,591.713236882669,660.435907956037,739.063515287879,826.521522286104,921.199512072626,1020.57092432131,1122.72926135003,1226.63219510144,1330.57082483179,1417.30507885018,1403.55299734061,1388.2869213153,1370.26180945915,1349.97895879497,1328.80390244038,1307.26735399646,1284.61986923593,1260.95780691008,1236.34069527041
"730",5990617,59500018,41.7361712445758,576.016,426,114,0,0,3,0,0,3,0,0,0,0,0,0,0,41.7361712445694,181.087487862611,304.191129047174,411.047094798259,501.655385115867,576.015999999996,634.128939450648,675.994203467821,701.611792051516,710.981705201734,704.103942918473,680.978505201735,641.605392051519,585.984603467824,514.116139450652,426.000000000001,405.343509319323,257.867199840195,83.9326672612247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"731",5990618,59500016,184.977827522235,562.631,429,102,0,0,0,0,0,0,3,0,0,0,3,0,0,184.977827522231,284.213457883265,371.596590311559,447.127224807112,510.805361369925,562.630999999997,602.60414069733,630.724783461921,646.992928293773,651.408575192884,643.971724159254,624.682375192884,593.540528293774,550.546183461924,495.699340697333,429.000000000001,441.653937382041,333.574802864581,206.395601391044,58.2291841415525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"732",5990619,59500036,384.054496282865,300.775,429,114,0,0,3,0,3,3,0,3,0,0,3,0,0,384.054496282866,359.537690557873,338.95133806709,322.295438810517,309.569992788154,300.775,295.910460446056,294.976374126322,297.972741040798,304.899561189483,315.756834572378,330.544561189483,349.262741040797,371.911374126321,398.490460446055,428.999999999999,584.052422350377,643.704261496973,711.732866114865,787.01960926094,868.004797425343,952.345151531308,1038.35669594836,1125.19466829151,1211.41761260877,1298.49141704795,1385.68221648422,1474.57594441578,1563.23853165722,1651.42708286199,1740.14069508277,1770.07415026022,1739.40886421871,1707.36981364746,1674.0376013542
"733",5990620,59500093,169.126500922541,240.705,426,66,3,3,69,21,0,0,0,3,3,0,0,0,0,169.12650092254,182.318520688829,196.07238047972,210.388080295212,225.265620135305,240.704999999999,256.706219889294,273.26927980319,290.394179741687,308.080919704786,326.329499692485,345.139919704786,364.512179741687,384.44627980319,404.942219889294,425.999999999999,126.765217837451,129.02934100232,131.574288901333,134.098262045264,136.314397704493,137.912430140921,138.77553377449,138.943948627102,138.397386309208,137.446505612436,136.112865045846,134.632401287264,132.884373516199,130.917396194766,128.863895120427,126.775337497413,124.579044202696,122.284359853643,119.897057342959
"734",5990621,59500031,545.175582375712,634.456,429,3,0,132,3,9,0,0,3,3,6,0,0,0,0,545.175582375712,573.272114840531,596.24842283537,614.104506360228,626.840365415104,634.456,636.951410114915,634.326595759848,626.581556934801,613.716293639773,595.730805874763,572.625093639773,544.399156934802,511.052995759849,472.586610114916,429.000000000002,479.26624357204,418.77890064772,349.931944429575,271.232585530911,181.952561296484,82.2037372946279,0,0,0,0,0,0,0,0,0,0,0,0,0
"735",5990622,59500031,400.835984802326,335.44,429,78,3,51,3,3,0,3,0,0,9,0,3,0,0,400.835984802327,381.774068652404,365.70351209721,352.624315136745,342.536477771008,335.44,331.334881823721,330.22112324217,332.098724255349,336.967684863255,344.828005065891,355.679684863255,369.522724255348,386.35712324217,406.18288182372,428.999999999999,573.174515110012,620.355236308141,674.175938407223,733.479186955014,796.791620429488,862.024821780309,927.788817970383,993.489229813605,1058.01740868697,1074.39448319339,1063.96965601482,1052.397138491,1038.73312145883,1023.35761537886,1007.30576876646,990.979891451505,973.811863870128,955.874731206711,937.213619119765
"736",5990623,59500091,0.559635836412256,283.813,429,105,0,0,0,0,0,0,0,0,0,3,0,0,0,0.559635836408624,68.4455014245176,130.713770634931,187.364443467649,238.397519922671,283.812999999997,323.610883699628,357.791171021563,386.353861965802,409.298956532346,426.626454721194,438.336356532346,444.428661965803,444.903371021564,439.760483699629,428.999999999999,520.008707910624,501.081201432577,474.844473822438,439.651383429442,394.270130967113,337.925850080315,270.942438350817,194.329361757746,109.1964725177,16.9812976154842,0,0,0,0,0,0,0,0,0
"737",5990624,59500031,349.30774123023,132.38,429,87,3,108,3,3,3,3,0,0,0,0,6,0,0,349.307741230233,286.442846785241,233.317625439721,189.932077193675,156.286202047102,132.380000000001,118.213471052373,113.786615204218,119.099432455535,134.151922806326,158.944086256589,193.475922806325,237.747432455534,291.758615204216,355.50947105237,428.999999999998,645.540512187516,776.328746122754,925.99163336487,1093.66730441537,1261.11316848612,1275.89737164576,1283.88237819233,1285.44046884141,1280.38394547996,1271.58686909953,1259.24868832863,1245.55217223895,1229.38028667079,1211.1827885052,1192.18481551071,1172.86251672291,1152.54350095886,1131.31421998163,1109.22808173004
"738",5990625,59500026,257.096823238167,610.601,429,0,0,171,0,0,0,0,0,0,0,0,0,0,0,257.096823238163,351.493908017828,434.042868083844,504.743703436211,563.596414074929,610.600999999998,645.757461211418,669.06579770919,680.526009493312,680.138096563786,667.902058920611,643.817896563787,607.885609493314,560.105197709192,500.476661211421,429.000000000002,435.638808188064,321.33528472253,187.682790300749,32.8118090382929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739",5990626,59500026,427.052774172158,537.271,429,60,9,117,0,0,0,0,0,0,18,0,0,0,0,427.052774172157,457.861951381877,484.288362569521,506.33200773509,523.992886878582,537.271,546.166347099341,550.678928176606,550.808743231796,546.555792264909,537.920075275947,524.90159226491,507.500343231796,485.716328176607,459.549547099342,429.000000000001,463.601268796873,455.063800420817,406.879772931313,350.585883719296,285.281934704269,210.685934146667,127.529587931726,37.052894707111,0,0,0,0,0,0,0,0,0,0,0
"740",5990627,59500036,188.640045416255,329.248,429,18,3,171,0,0,0,3,0,0,0,0,0,0,0,188.640045416253,221.600673910802,252.141783616451,280.2633745332,305.965446661049,329.247999999998,350.111034550048,368.554550311198,384.578547283447,398.183025466797,409.367984861247,418.133425466797,424.479347283448,428.405750311198,429.912634550049,428.999999999999,536.449898215193,538.65326448537,538.589102622147,534.80170916847,526.008631426706,511.019742104509,489.592015802895,462.18826680934,429.153380041188,391.896375678779,350.844209731457,306.945273154328,260.201113403174,211.074537643922,160.099168627032,107.562869545027,53.6264995026851,0,0
"741",5990628,59500025,557.062839802774,430.55,429,105,3,6,0,0,0,0,3,0,3,0,0,0,0,557.062839802776,525.054253719406,496.398676697444,471.096108736889,449.146549837741,430.550000000001,415.306459223668,403.415927508742,394.878404855224,389.693891263113,387.862386732409,389.383891263113,394.258404855223,402.485927508742,414.066459223667,429,563.694970188321,601.521433545318,646.07761463445,696.260350927709,750.724476309672,807.583734117168,865.623052100866,924.354650615902,982.786122079034,1042.2565880044,1102.26112935509,1164.11490422274,1188.75762174812,1171.16142724619,1152.79120816929,1134.10738006278,1114.45976970346,1093.93197221107,1072.57563075495
"742",5990629,59500099,380.485135543342,149.998,429,159,0,9,0,0,0,0,0,3,0,0,0,0,0,380.485135543345,314.655007872364,258.69123048254,212.593803373871,176.362726546358,149.998000000001,133.4996237348,126.867597750754,130.101922047864,143.20259662613,166.169621485552,199.00299662613,241.702722047863,294.268797750752,356.701223734797,428.999999999998,644.198245777201,773.75876243551,922.309176033425,1089.00093568033,1271.83037231795,1467.03246806967,1671.24642757851,1882.17276374177,2096.42037712642,2315.62701874276,2537.8532477934,2765.48870503326,2922.51940241728,2879.2597682414,2834.09722148109,2788.16367779334,2739.86070884849,2689.39383035044,2636.89000524068
"743",5990630,59500010,688.735527381735,715.567,432,141,3,0,0,0,0,0,0,0,3,0,0,0,0,688.735527381735,703.094620445029,712.957314238503,718.323608762156,719.193504015988,715.567000000001,707.444096714193,694.824794158564,677.709092333115,656.096991237846,629.988490872756,599.383591237846,564.282292333116,524.684594158565,480.590496714194,432.000000000002,477.527014727454,412.19024406199,339.115938115513,256.864757892568,164.793080694672,63.1142550920041,0,0,0,0,0,0,0,0,0,0,0,0,0
"744",5990631,59500090,262.075067629238,230.973,429,84,0,21,3,0,0,0,6,3,0,0,0,0,0,262.075067629238,248.915157163165,239.224995167204,233.004581641356,230.253916585621,230.973,235.161831884491,242.820412239095,253.948741063813,268.546818358643,286.614644123586,308.152218358643,333.159541063812,361.636612239095,393.58343188449,428.999999999998,589.655922750029,654.520452458928,727.373209510655,807.045052380756,891.889426760841,979.447725931319,1067.94960201384,1156.51063248559,1243.65701511156,1243.30741575186,1231.24362992478,1217.85171747422,1202.0394865192,1184.24669157359,1165.67122395727,1146.77864339039,1126.91151233224,1106.15435990209,1084.55940627304
"745",5990632,59500004,12.2869014893798,109.778,432,168,0,0,0,3,0,0,0,0,0,0,9,0,0,12.2869014893781,28.3920597787352,46.1937487744757,65.6919684765998,86.8867188851072,109.777999999998,134.365811821273,160.65015434893,188.631027582972,218.308431523396,249.682366170205,282.752831523396,317.519827582971,353.98335434893,392.143411821272,431.999999999998,537.464044704672,547.063561154527,557.853729109905,568.554967492209,577.951024670531,584.72642403878,588.385844010685,589.099895778337,586.782559847631,582.750979308132,577.096558755477,570.819631588069,563.408276232712,555.068610155105,546.362097343091,537.506950428079,528.195021669752,518.465930736116,508.344153759633
"746",5990633,59500069,850.502029029416,627.285,432,72,3,27,0,0,3,3,0,0,0,0,0,0,0,850.502029029419,799.161315008634,751.169255095299,706.525849289416,665.231097590983,627.285000000002,592.687556516472,561.438767140393,533.538631871765,508.987150710589,487.784323656863,469.930150710588,455.424631871765,444.267767140393,436.459556516471,432.000000000001,543.030004162469,555.599439735474,573.865348148244,596.78557488721,623.294933922179,652.035075683582,682.303036125609,713.975744374933,746.497938002534,781.032764273006,817.264669934925,856.191299636211,896.693608229807,938.633758448634,982.547988370028,1028.53064915105,1075.69423524794,1109.34526746188,1087.68801918093
"747",5990634,59500039,467.211523367797,470.984,432,21,0,0,3,0,0,69,6,177,3,0,0,0,0,467.211523367797,469.206790781288,470.581672151255,471.336167477695,471.47027676061,470.984,469.877337195864,468.150288348203,465.802853457017,462.835032522305,459.246825544068,455.038232522305,450.209253457017,444.759888348204,438.690137195865,432,258.521010940868,263.138392738982,268.32847969555,273.475791394201,277.995308977805,281.254286227475,283.014472717929,283.35793268824,282.243290632835,280.304094351653,277.584309592171,274.565098218111,271.000225185606,266.988833304542,262.800987594475,258.541648658125,254.062596970612,249.38288965162,222.915856453208
"748",5990635,59500039,448.282373632271,334.932,429,66,0,0,0,0,0,3,78,0,0,0,30,0,0,448.282373632272,417.05846564543,390.111474288782,367.441399562328,349.048241466067,334.932000000001,325.092675164128,319.530266958449,318.244775382964,321.236200437673,328.504542122576,340.049800437673,355.871975382964,375.971066958448,400.347075164127,428.999999999999,41.3705067349178,42.109415437469,42.9399727937554,43.7636849265555,44.4869326500214,45.0084590813382,45.2901375677136,45.3451006554843,45.1667271202257,44.8564021198746,44.4211613891496,43.9380041245617,43.3675259136664,42.7255923461472,42.0554212891697,41.3738093400626,40.6570372783647,39.9081547699249,39.1290458291491
"749",5990636,59500103,15.2345027529865,24.5737,432,306,0,3,0,0,0,0,0,0,0,0,0,0,0,15.2345027529859,6.73573138889575,3.42026543155199,5.28810488095451,12.3392497371034,24.5736999999985,41.99145566964,64.5925167460277,92.3768832291618,125.344555119042,163.495532415669,206.829815119042,255.347403229161,309.048296746027,367.932495669639,431.999999999997,631.703681574932,738.467777407333,857.177904331944,986.673739465954,1124.92510459431,1268.59443665033,1414.98320208787,1562.47773802501,1708.66703493184,1855.29902450389,1876.41241463765,1856.00317135937,1831.90536833647,1804.78919042042,1776.48022118328,1747.68797255057,1717.41051124665,1685.77665945175,1652.86600058762
"750",5990637,59500039,470.670755460209,381.26,429,3,0,156,0,3,0,0,3,3,6,0,129,0,0,470.67075546021,446.746964076957,425.84399283931,407.961841747268,393.100510800831,381.260000000001,372.440309344775,366.641438835156,363.863388471142,364.106158252733,367.36974817993,373.654158252733,382.959388471141,395.285438835155,410.632309344775,429,208.82563792779,212.555422582577,216.747821551085,220.905667929497,224.556400761955,227.188906339268,228.610733003968,228.888169824835,227.987794890381,226.421369403294,224.224407595981,221.785577812157,218.905978655264,215.665694759216,212.282876671181,208.842308466312,205.224262789667,201.444133419728,197.511430283766
"751",5990638,59500017,9.14130750477959,153.337,432,96,0,0,0,3,0,0,3,0,0,0,0,0,0,9.14130750477747,38.2398696035666,67.2087199024833,96.0478584015274,124.757285100699,153.336999999998,181.787003099424,210.107294398978,238.29787389866,266.358741598468,294.289897498405,322.091341598468,349.76307389866,377.305094398978,404.717403099424,431.999999999998,578.649574801207,623.649044393095,671.128157726848,719.682610972509,767.670396306043,813.009355421657,854.485369365025,891.775258614983,924.19911915853,953.356974007414,979.094224713814,1002.87836184961,1023.67233392355,1041.66545143887,1057.78604697716,1072.41205022023,1084.89226182124,1088.98808505515,1067.72826088247
"752",5990639,59500026,137.078729775263,1977.28,432,0,3,219,0,0,0,0,0,0,0,0,0,0,0,137.078729775242,644.470518232178,1082.18653948312,1450.22679352807,1748.59128036703,1977.27999999999,2136.29295242696,2225.63013764794,2245.29155566292,2195.27720647192,2075.58709007491,1886.22120647192,1627.17955566293,1298.46213764795,900.068952426979,432.000000000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"753",5990640,59500060,40.1617183477712,37.484,432,6,0,9,0,0,0,9,9,195,0,0,0,0,0,40.1617183477708,28.9629363663352,23.0957735408403,22.5602298712858,27.356305357672,37.4839999999987,52.943313798266,73.7342467524738,99.8567988626222,131.310970128711,168.096760550741,210.214170128711,257.663198862622,310.443846752473,368.556113798265,431.999999999997,631.104677007627,737.438622414696,855.894729571524,985.325470899748,1123.71439966791,1158.15053541185,1165.3986415783,1166.81294304137,1162.22306350363,1154.23782977992,1143.0382842809,1130.60575812711,1115.92630322297,1099.40817040759,1082.163434989,1064.62430434747,1046.1804392615,1026.91031324935,1006.86240547111
"754",5990641,59500010,363.001077624641,249.163,432,90,0,6,12,27,0,6,0,0,18,0,3,0,0,363.001077624642,329.2864446264,301.045320364814,278.277704839886,260.983598051614,249.163,242.815910685043,241.942330106743,246.5422582651,256.615695160114,272.162640791786,293.183095160114,319.6770582651,351.644530106742,389.085510685042,431.999999999999,605.41122539471,685.315920854698,776.446992376724,877.741428855405,987.492619980747,1102.93575993487,1221.90653882347,1343.15437522147,1464.69565072943,1588.06493454095,1712.2006549092,1838.9305032701,1965.751142478,2092.2438511815,2219.58782683533,2348.07848017984,2475.79405225044,2602.13797134811,2726.45186260472
"755",5990642,59500077,562.619265600905,587.163,435,111,0,0,0,0,3,6,0,0,0,0,0,0,0,562.619265600905,572.894691648676,580.486778112471,585.39552499229,587.620932288133,587.163,584.021728127892,578.197116671807,569.689165631747,558.497875007711,544.623244799699,528.065275007711,508.823965631748,486.899316671808,462.291328127892,435.000000000001,442.339176923815,450.239690915646,440.851804719452,398.615725211647,350.03625264475,294.64690259816,232.923616397891,165.855274161219,94.4247755342298,19.8175977620744,0,0,0,0,0,0,0,0,0
"756",5990643,59500010,462.142062140122,1253.29,432,117,0,0,0,0,3,3,0,0,0,0,0,0,0,462.142062140114,684.467273064617,874.744672312857,1032.97425988483,1159.15603578055,1253.29,1315.37615254318,1345.41449341011,1343.40502260077,1309.34774011516,1243.24264595329,1145.08974011516,1014.88902260077,852.640493410112,658.344152543191,432.000000000007,218.790340520455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"757",5990644,59500008,291.045634609269,231.958,435,111,0,0,21,12,3,0,0,0,0,0,0,0,0,291.04563460927,270.662313841588,254.56188999682,242.744363074966,235.209733076026,231.958,232.989163846887,238.303224616689,247.900182309404,261.780036925033,279.942788463576,302.388436925033,329.116982309403,360.128424616688,395.422763846886,434.999999999998,603.485726397756,676.020576012131,757.930772769707,848.071840977487,944.742575238041,1045.31440393748,1147.82185264494,1251.21289446541,1353.7806816304,1457.08280690453,1560.25121371173,1665.0438299247,1769.26559735424,1872.62846249959,1976.26205962554,2080.48078079222,2183.63088582624,2285.24533714404,2384.80347662306
"758",5990645,59500071,200.211497228039,402.501,435,9,0,0,3,0,0,6,45,144,0,0,0,0,0,200.211497228037,250.5915312636,296.010498558578,336.46839911297,371.965232926777,402.500999999998,428.075700332634,448.689333924684,464.341900776148,475.033400887026,480.763834257319,481.533200887027,477.341500776148,468.188733924685,454.074900332635,435,253.239358753728,257.76240622836,262.846458344565,267.888609112613,272.315791764355,275.508187252426,224.285079391995,143.385496061905,55.1430763212086,0,0,0,0,0,0,0,0,0,0
"759",5990646,59500021,310.180669394265,444.371,435,111,0,3,9,0,0,0,0,0,0,0,0,0,0,310.180669394263,344.42544648105,374.966868085016,401.804934206164,424.939644844491,444.370999999999,460.098999672687,472.123643862556,480.444932569605,485.062865793835,485.977443535245,483.188665793835,476.696532569605,466.501043862557,452.602199672688,435,521.360362472354,498.591729862123,470.868346036874,436.685835303926,394.954547006568,344.985196961435,287.093714500221,222.203169167703,151.251327154334,75.5554190149574,0,0,0,0,0,0,0,0,0
"760",5990647,59500033,190.618668435581,193.852,435,39,3,66,0,27,6,3,0,0,0,0,0,0,0,190.618668435581,185.007165765233,182.524747586502,183.171413899385,186.947164703884,193.851999999999,203.885919787729,217.048924067075,233.341012838036,252.762186100613,275.312443854805,300.991786100613,329.800212838036,361.737724067074,396.804319787729,434.999999999998,600.290516530174,668.035949708033,743.453710577618,799.027691435635,812.232588596075,821.754502967248,826.897326545138,827.900830459611,824.644125857839,818.978280556158,811.031751444783,802.210372843509,791.79470769486,780.074426430365,767.838591321363,755.393870931294,742.30720497286,728.634273571416,714.409474645785
"761",5990648,59500097,394.090936291016,522.909,435,87,3,0,45,21,0,3,0,3,6,0,0,0,0,394.090936291015,429.069085763957,459.439966871327,485.203579613124,506.359923989348,522.908999999999,534.850807645077,542.185346924583,544.912617838515,543.032620386875,536.545354569661,525.450820386875,509.749017838516,489.439946924584,464.523607645079,435.000000000001,505.197191771118,464.528508711407,416.992165589717,361.062812050663,295.801133239976,220.888232903703,137.043027160313,45.5141446033389,0,0,0,0,0,0,0,0,0,0,0
"762",5990649,59500090,446.745220800022,326.117,435,24,0,0,0,0,33,3,0,0,0,0,0,0,0,446.745220800024,413.282524864018,384.488354816013,360.362710656008,340.905592384004,326.117000000001,315.996933503998,310.545392895996,309.762378175994,313.647889343993,322.201926399992,335.424489343993,353.315578175993,375.875192895995,403.103333503997,434.999999999999,71.4949631440349,72.7719175404169,74.2072557139903,75.6307642282366,76.8806539060335,77.7819363878882,78.268722617772,78.363707771317,78.0554492960004,77.519157231585,76.766990471788,75.9320161494811,74.9461370321724,73.8367714388336,72.6786068718436,71.5006705827815,70.2619719015659,68.967781146708,67.6213542014723
"763",5990650,59500024,655.602629279497,561.473,435,198,0,0,3,3,6,0,0,0,3,0,3,0,0,655.602629279499,635.129069862026,615.47932722534,596.65340136944,578.651292294327,561.473000000001,545.118524486461,529.587865753708,514.881023801742,500.997998630562,487.938790240169,475.703398630562,464.291823801742,453.704065753708,443.940124486461,435.000000000001,537.982173369913,538.236400677562,540.391018872282,543.231790020798,545.675928829903,546.592463975837,545.635015328538,543.051623131752,538.816118808888,534.154914472987,529.13691986459,524.647394750208,520.173185117595,515.848774429633,512.135189803421,509.179870661016,506.631498767422,504.458385698706,502.611070441132
"764",5990651,59500027,97.5552091211294,84.347,435,39,0,132,12,12,0,0,0,0,3,0,0,0,0,97.5552091211291,84.8583828104428,77.1891487429867,74.5475069187606,76.9334573377647,84.3469999999989,96.7881349054632,114.256862054158,136.753181446082,164.277093081237,196.828596959622,234.407693081237,277.014381446082,324.648662054157,377.310534905462,434.999999999997,627.250253554956,725.353803562259,834.851336133318,860.80636317887,875.03222746701,885.290350643722,890.830803506625,891.911895644373,888.403391403221,882.299478183755,873.738544817394,864.235120951891,853.01414459175,840.387682707061,827.20580574143,813.798893046695,799.700401279062,784.9703156014,769.645693487087
"765",5990652,59500076,62.6041063674214,184.639,432,15,15,0,3,0,0,3,168,6,0,0,0,0,0,62.6041063674195,86.9233194210061,111.286415311057,135.693394037573,160.144255600553,184.638999999998,209.177627235908,233.760137308282,258.38653021712,283.056805962423,307.770964544191,332.529005962423,357.33093021712,382.176737308282,407.066427235908,431.999999999998,107.585012540153,109.506562656504,111.666447333865,113.80853084047,115.689354198456,117.045596412571,117.77810819163,117.921041042923,117.457176310722,116.650168572861,115.518314429206,114.261852169688,112.778309657958,111.108945747238,109.366149555957,107.593601045442,105.729617803944,103.782130561937,101.756038744871
"766",5990653,59500072,44.7356022800141,73.6127,435,0,0,0,0,0,0,0,6,228,0,0,6,0,0,44.7356022800132,42.4141390357428,44.1411171856062,49.9165367296033,59.7403976677341,73.6126999999986,91.5334437263968,113.502628846929,139.520255361594,169.586323270394,203.700832573327,241.863783270393,284.075175361594,330.335008846928,380.643283726396,434.999999999997,539.021389912483,548.648721731733,559.47015506481,570.202401144236,579.625684152385,586.420715784114,590.090739219103,590.806860009063,588.482809411502,584.439547043805,578.76874235376,572.473627286082,565.040796933728,556.676966004297,547.945225372602,539.064419958667,529.725509139363,519.968227383864,509.817121746191
"767",5990654,59500004,177.12487274335,15.2798,435,138,0,0,0,0,0,0,0,0,0,0,0,0,0,177.124872743351,124.931582315036,82.6504298265428,50.2814152778725,27.8245386690249,15.2797999999999,12.6471992707976,19.9267364814179,37.1184116318609,64.2222247221266,101.238175752215,148.166264722126,205.00649163186,271.758856481416,348.423359270795,434.999999999997,669.811223599679,818.261804575705,916.583564199371,934.166272185297,949.604497527394,960.736841684584,966.749464753544,967.922690063449,964.115182976954,957.491080156763,948.200564250553,937.887236625222,925.709982709576,912.007464542598,897.702197537003,883.152716737043,867.852718896218,851.867301251702,835.236679400454
"768",5990655,59500013,22.7259659901634,225.178,435,102,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7259659901606,68.4185612726526,111.510062314882,152.00046911685,189.889781678555,225.177999999998,257.865124081178,287.951153922096,315.436089522752,340.319930883146,362.602678003277,382.284330883146,399.364889522753,413.844353922097,425.722724081179,434.999999999999,556.624477424381,571.793588386972,584.999604815376,594.718976266896,599.495015166827,597.845038815856,589.26569338444,574.052021493944,552.348907487704,525.688286387051,494.424022848907,459.68587578363,421.301951188228,379.744676624615,335.68882837519,289.487979559797,241.197254886232,191.113915367451,139.532863601834
