,sal.code,wd.code16,House,Traditional,Flat,Cluster.house,Townhouse,Semi,House.in.backyard,BYS,Informal.dwelling.not.BYS,Flatlet,Caravan,Other,Unspecified,Not.applicable,areah,x1996,x1997,x1998,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008,x2009,x2010,x2011,pred2012,pred2013,pred2014,pred2015,pred2016,pred2017,pred2018,pred2019,pred2020,pred2021,pred2022,pred2023,pred2024,pred2025,pred2026,pred2027,pred2028,pred2029,pred2030
1,5990001,59500110,6,0,0,0,0,3,0,0,0,0,0,0,0,0,193.072,255.5506621,457.9596079,625.9332279,761.2542555,865.2148177,938.6587131,981.2964638,993.3850906,976.0355314,929.8241529,854.6602851,750.0082303,614.7284545,447.4696542,246.9495428,12.00046366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5990002,59500001,6,0,0,0,0,0,0,0,0,0,0,0,0,0,181.462,681.4806457,528.9220922,394.6200772,277.3734455,176.1920615,90.31095997,19.16158656,0,0,0,0,0,0,0,0,15.00057957,111.1207746,226.3759591,366.8483502,533.9227956,728.0840567,947.7690812,1190.758257,1454.922022,1736.996615,2037.986795,2355.988238,2693.194661,3045.732278,3412.550979,3795.560732,4195.38907,4608.782915,5034.901637,5472.324891
3,5990003,59500099,3,0,0,0,0,0,0,0,0,0,0,6,0,0,105.668,47.45030047,82.05431782,110.8879112,134.2533227,152.3697688,165.3805306,173.2314425,175.9654352,173.7779897,166.7738087,154.9433153,138.2017731,116.358629,89.18505929,56.46368436,18.00069548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5990004,59500110,0,0,0,0,0,9,0,0,0,0,0,0,0,0,223.515,28.61825341,163.1833648,276.2309153,368.9202994,442.1117524,496.3867243,531.6787897,548.1662871,546.4968073,527.0342728,489.7631331,434.4028272,360.3111645,266.7065349,152.8342255,18.00069547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5990005,59500058,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6511,5.204712198,90.90032967,163.0443259,222.3721456,269.4314601,304.5943744,327.8299885,339.2524316,339.2662313,328.1022823,305.7559504,272.0569583,226.6081541,168.9233981,98.53179083,15.00057956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5990006,59500007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,96.8636,8.068962829,10.33784499,12.39915781,14.26901891,15.95939486,17.47834664,18.81601253,19.97378604,20.97215295,21.82673304,22.545496,23.13289335,23.58286253,23.88388358,24.02462314,24.00092731,30.23475234,30.13385871,29.8428118,29.27017324,28.34710442,26.99515866,25.19471898,22.96544265,20.32591595,17.34959569,14.05716326,10.48947183,6.648031137,2.555427632,0,0,0,0,0
7,5990007,59500062,9,0,6,0,0,0,0,0,0,0,3,3,0,0,78.0857,175.4525592,146.2713275,120.4297652,97.70032481,77.89013447,60.84553043,46.41505854,34.54810334,25.23025564,18.42367135,14.09473963,12.23268177,12.84954893,15.98001023,21.67483172,30.00115913,52.11641834,70.54983869,93.37779568,120.7600646,152.7334297,188.9760348,229.1071067,272.7914241,319.4888473,369.4421413,422.3382949,478.5927013,537.5286022,598.9768428,663.2824756,730.5576386,800.2376927,872.1804797,946.1428446
8,5990008,59500048,6,0,0,0,0,0,0,0,0,0,0,3,0,0,274.391,144.5892478,196.9559749,239.9564407,274.0597483,299.5962113,316.771899,325.4392719,325.6590543,317.7754721,301.9596561,278.1775472,246.2663047,205.8816986,156.6198871,98.10370736,30.00115914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5990009,59500027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.1099,732.1073099,814.4125143,877.2855171,921.5514978,947.723094,956.0504332,945.8495097,917.1879986,870.9362294,807.4395362,726.4940545,627.585594,509.7705669,372.0040912,213.3499151,33.00127506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5990010,59500025,3,0,0,0,0,0,0,0,15,0,3,0,0,0,402.568,1428.59731,1239.164114,1067.255654,911.4757323,770.5842354,643.5454044,529.1292012,426.9988074,337.2199267,259.5371355,193.5785912,139.0422313,95.70585601,63.50895955,42.54195019,33.00127504,44.62619966,63.3385056,98.75979682,151.9714985,223.8416897,314.4746797,423.4596088,550.1245584,693.1216602,852.6305964,1027.665563,1218.992822,1424.707893,1644.063918,1877.760114,2125.973683,2386.920416,2659.969361,2944.170335
11,5990011,59500015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,218.65,3051.778561,2569.376714,2136.491917,1749.478834,1405.193296,1101.084956,834.5514475,604.7703598,411.5147571,254.0240838,131.4990136,43.43661943,0,0,0,39.00150687,162.8578935,328.6538453,550.8748278,832.9825306,1177.009606,1581.376038,2042.836819,2557.79026,3120.228628,3731.527859,4387.854923,5092.958541,5839.253051,6624.289237,7451.402755,8321.60533,9228.220898,10169.2428,11141.47302
12,5990012,59500027,6,6,0,0,0,0,0,0,0,0,0,0,0,0,362.881,173.2942227,155.7097021,139.7795559,125.3727005,112.3690988,100.6655182,90.10783652,80.66039531,72.36415046,65.21656474,59.1899085,54.25886711,50.38986032,47.55831342,45.7567486,45.0017387,57.54781055,60.06757729,64.22254361,69.98088853,77.32135067,86.11131726,96.25964412,107.7149011,120.3437692,134.2980061,149.4950575,166.1011733,183.8895647,202.8118348,222.9879054,244.4530948,267.0151908,290.6234847,315.192371
13,5990013,59500068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9258,784.9965277,905.2301552,999.5973798,1069.25694,1114.962831,1137.122381,1134.992301,1108.687806,1059.291993,987.2613597,892.3765847,774.0243024,631.046521,462.1433348,266.1366959,42.00162279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,5990014,59500069,9,0,0,0,0,0,0,3,3,0,0,0,0,0,173.336,929.5614421,885.5423489,840.5302121,794.2938757,746.5319364,696.9149758,644.6175925,589.5259472,532.0555531,472.2563079,409.8875869,344.6030551,275.8990351,203.2936558,126.4161941,45.0017387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,5990015,59500058,21,0,6,6,0,0,0,0,0,0,0,0,0,0,11.2928,33.34180548,33.66038454,34.05134707,34.51411066,35.04559948,35.64111137,36.26695243,36.91941895,37.63061236,38.42242747,39.30505504,40.28588199,41.35761298,42.50637802,43.72033081,45.0017387,58.8660564,61.42192759,64.24508004,67.19996097,70.17147681,72.9772424,75.52789466,77.80874289,79.77531574,81.58804314,83.2389326,84.85676976,86.350095,87.73494963,89.09295622,90.45261266,91.75663495,93.00878342,94.20206396
16,5990016,59500071,0,0,0,0,3,0,0,21,0,0,0,0,0,0,13.1669,124.5198401,192.6229583,249.1777095,294.7822709,329.8666077,354.7078815,369.1707576,373.3374914,367.6151299,352.218087,327.1228279,292.1523675,246.9115831,190.9282578,123.7562552,45.0017387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,5990017,59500099,12,0,0,0,0,0,0,0,0,0,0,0,0,0,273.528,17.34831354,239.3534087,426.302724,580.100355,702.1641181,793.4571875,853.8952978,883.7734401,884.1439004,855.6086492,798.1585889,711.3556709,594.1721262,445.3484353,263.6645807,48.00185462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,5990018,59500063,12,0,0,3,0,0,0,0,0,0,0,0,0,0,47.0311,240.7836834,227.7631002,215.114939,202.7575767,190.5985528,178.5444454,166.3787182,154.06774,141.7192207,129.3555571,116.9318673,104.3832576,91.60460766,78.49316481,64.97258843,51.00197053,46.40339457,27.69502114,7.779428419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5990019,59500100,3,3,0,0,0,0,0,0,0,0,0,0,0,0,30.2926,6.552091821,4.833353924,3.782679917,3.376842443,3.599823462,4.441900783,5.893782932,7.950388929,10.61731334,13.9078378,17.84134858,22.44434691,27.74142222,33.75277986,40.49662507,48.00185461,71.49860011,84.11276585,98.33033656,114.0656894,131.1829594,149.3271791,168.2152944,187.6712074,207.4224294,227.727499,248.4601574,269.9200067,291.7620183,313.952261,336.7163985,360.1338931,383.9484654,408.1253176,432.5834752
20,5990020,59500109,12,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7609,40.26077163,135.0701178,214.8706928,280.4757291,332.4873938,371.311466,396.8802237,409.3164169,409.096353,396.4919879,371.5021251,333.9384151,283.3486,219.1773989,140.8892318,48.00185462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,5990021,59500075,0,0,9,0,0,0,0,0,0,0,0,3,0,0,167.629,1741.910887,1440.684316,1172.085618,933.8062467,723.8830552,540.7469394,382.9179601,249.8906294,141.4201358,57.01344563,0,0,0,0,0,48.00185462,168.4710516,313.3760604,498.3665979,725.7243606,996.5623206,1309.126078,1660.583428,2048.04513,2466.866105,2918.347557,3399.649348,3913.819451,4455.133249,5021.892619,5616.7668,6240.597982,6888.458947,7558.966426,8249.858136
22,5990022,59500023,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0.994545,31.08780597,35.31584893,39.07088783,42.38441529,45.2778373,47.76365202,49.8085597,51.41393781,52.62973066,53.48981871,54.007225,54.18570888,54.00421622,53.43043951,52.43418259,51.00197053,62.37780104,60.12192141,57.26783517,53.6149715,49.02508499,43.36739448,36.63883352,28.91217392,20.26827812,10.84471934,0.705489243,0,0,0,0,0,0,0,0
23,5990023,59500061,3,0,0,0,0,0,9,0,3,0,0,0,0,0,61.5354,454.2489295,377.2965384,308.9900468,248.7329707,196.0193922,150.4459964,111.6230039,79.41867078,53.78460541,34.61089829,21.80030354,15.31485984,15.18160197,21.49050895,34.37424018,54.00208644,102.3253852,146.9725068,202.7477637,270.1350413,349.3007619,439.5400655,539.9468118,649.6856265,720.2493643,721.7212001,721.4946602,720.7644165,718.7995317,715.8052099,712.4971188,709.1198829,705.2401725,700.9186225,696.1325308
24,5990024,59500015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.2454,3.017570749,41.80724862,74.90316745,102.628952,125.2276749,142.8664176,155.5267532,163.2579425,166.2526472,164.6319475,158.4142721,147.5480108,131.8742298,111.1877942,85.28804791,54.00208644,21.75896954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5990025,59500102,9,0,0,0,0,0,0,0,12,0,0,0,0,0,58.9614,563.1889658,674.105127,762.7631222,830.201736,877.1175153,903.9094547,910.0351477,895.6091983,861.527844,808.191601,735.4507927,642.8277997,529.3875846,394.0652727,235.8865666,54.00208645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5990026,59500016,21,0,0,0,0,0,0,0,0,0,0,0,0,0,37.969,64.5819825,154.7449236,230.5035597,292.6334432,341.7056573,378.1019326,401.7333336,412.7145436,411.5180135,398.4105639,373.3885317,336.2659526,286.5972348,223.8369031,147.4610504,57.00220236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5990027,59500066,12,3,0,0,0,0,0,0,0,0,3,0,0,0,145.711,47.14686264,124.1821391,189.0616499,242.4450246,284.819477,316.512117,337.4534934,347.7416292,347.7765076,337.7877002,317.7780118,287.5970743,246.8742303,195.1525924,131.9922113,57.00220235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5990028,59500099,21,0,0,0,0,0,0,3,0,3,0,0,0,0,126.461,103.0624472,84.48208517,68.46489378,54.85699888,43.53186367,34.39191162,27.34538913,22.35866005,19.42417978,18.52967241,19.6728363,22.87180759,28.15819101,35.57340997,45.16599521,57.00220235,90.36718128,112.7719795,139.2199736,169.7407854,204.2417481,242.222041,283.2024909,326.8222601,372.5136967,420.6424668,470.9074472,523.8181033,578.6648263,635.3148938,694.1728493,755.3757604,818.3591753,883.0069115,949.101573
29,5990029,59500101,21,0,0,0,0,0,0,0,0,0,0,0,0,0,127.114,2290.255311,1775.064716,1321.687177,926.0632579,584.8487957,295.4619635,55.99220676,0,0,0,0,0,0,0,0,57.00220237,386.7258713,779.8470153,1258.583778,1827.610793,2488.540551,3236.009507,4062.44224,4960.589087,5919.344865,6942.156914,8022.553909,9168.018869,10365.37369,11611.05861,12289.36422,12231.11264,12164.19423,12089.65484,12007.10289
30,5990030,59500058,0,3,3,0,0,0,0,0,42,0,0,3,0,0,105.392,15.81759382,116.8147567,202.181221,272.7763752,329.2409036,372.0107288,401.0370467,416.4515518,418.746126,408.2102531,384.8555936,348.5014221,298.6925737,234.8631542,156.4640897,63.00243418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5990031,59500018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.371,308.9075216,290.0869488,272.0581759,254.6987562,237.8767542,221.4631634,205.1809995,188.9843935,173.0012269,157.2538342,141.6838098,126.2109159,110.7090662,95.05766432,79.16974845,63.00243418,59.06921096,38.12928257,16.16254338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,5990032,59500009,15,0,0,0,0,0,0,0,3,0,0,0,0,0,44.9673,135.2754779,121.6409117,109.6316818,99.13892791,90.06577559,82.33106297,75.81144977,70.47737964,66.36837366,63.49554887,61.85342776,61.44220566,62.25191773,64.27492051,67.51497577,72.00278192,98.769927,109.1120207,121.6997033,136.4279122,153.1714617,171.5723588,191.3671392,212.4040864,234.4054361,257.6771633,282.0782586,307.944655,334.8758425,362.8188722,392.0198097,422.560297,454.1279989,486.6652329,520.0577615
33,5990033,59500097,9,3,3,0,0,0,0,0,0,0,3,0,0,0,37.7911,158.111578,170.6072492,180.4169304,187.6593099,192.404028,194.680227,194.3359504,191.3751724,185.975013,178.2209128,168.1005408,155.5524065,140.4294169,122.5590932,101.7877089,78.00301375,64.86945442,26.846289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5990034,59500032,3,0,0,0,3,0,0,12,15,0,0,0,0,0,1137.2,155.9079759,144.9784715,135.1131999,126.2288665,118.2449979,111.0890261,104.6178084,98.80396002,93.71430082,89.37245921,85.76939316,82.89278564,80.70657377,79.17313535,78.26911485,78.00301375,99.54685517,102.1203068,105.8191225,110.4661511,115.9265015,121.9467564,128.4056374,135.2830723,142.4848187,150.267006,158.5881957,167.6663709,177.2991981,187.4812439,198.3536756,209.9613144,222.1516371,234.9022617,248.1626006
35,5990035,59500061,3,0,0,0,0,0,3,3,3,0,0,0,0,0,221.656,1740.147259,1497.728239,1278.957216,1082.02373,905.3376205,747.5851585,607.267651,483.9567948,377.6874162,288.1340801,214.8657137,157.5639125,116.0336597,90.28289094,80.49879059,87.00336149,139.9453255,193.5601152,272.0314293,376.7391459,508.6158034,667.1587036,851.2388811,1059.552864,1289.740827,1542.434606,1816.064049,2112.171595,2427.590728,2761.260855,3114.526648,3487.775743,3878.172818,4284.82397,4706.328086
36,5990036,59500102,6,3,0,0,0,3,0,0,0,0,0,0,0,0,105.356,267.7929496,264.5453674,260.1810325,254.7004274,248.0699404,240.2338766,230.9459102,220.1823704,208.120518,194.8242451,180.2543296,164.3304456,146.8956047,127.7806313,106.8462893,84.00324557,75.12393327,41.39347305,3.937561614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,5990037,59500017,0,0,0,0,0,0,0,66,3,0,0,0,0,0,3.51432,43.88245287,37.99503347,33.49809204,30.33046702,28.44454569,27.80585239,28.36937446,30.12022155,33.0772822,37.26355664,42.70667639,49.44612143,57.51563648,66.94286524,77.75535114,90.0034774,131.7489283,153.0339727,170.4201217,174.5849548,178.5576536,181.8909078,184.4014935,186.1010517,186.932182,187.3141795,187.2553838,187.0658577,186.5558951,185.7787544,184.9201786,184.0436571,183.0367242,181.9151172,180.6729438
38,5990038,59500093,36,0,0,6,0,0,0,0,0,0,0,0,0,0,111.869,108.3312042,223.5337918,320.3734944,399.8398006,462.6590083,509.3142961,539.6664774,553.8591693,552.518642,536.0001439,504.3044246,457.1970024,394.1014759,314.3096914,217.1428758,102.003941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,5990039,59500064,33,3,0,0,0,0,0,0,0,0,0,3,0,0,220.907,237.2791828,355.7146256,454.103243,533.4840765,594.6021121,637.9356762,663.2288664,670.6223724,660.842295,634.2731294,590.8784466,530.3531426,452.0045465,355.0025588,238.5638838,102.0039411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,5990040,59500031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2268,15.80586439,29.25156096,41.40548354,52.36515097,62.20578242,70.98083658,78.66364531,85.26613468,90.88146123,95.58405506,99.41394955,102.393071,104.493773,105.6613213,105.8398821,105.004057,130.9617137,128.7694795,125.2700984,120.034777,112.7481461,103.0867434,90.99842056,76.60415915,60.04091835,41.61606499,21.45413617,0,0,0,0,0,0,0,0
41,5990041,59500067,42,0,3,0,0,0,0,0,0,0,0,0,0,0,129.016,789.7479878,717.6369199,650.8694309,588.9365083,531.3524637,477.6843748,427.2354323,379.8587752,335.7595949,294.9135389,257.1507289,222.2862873,190.0858198,160.3599733,133.0039012,108.0041729,108.4045319,83.67840785,61.55718026,41.99171924,25.16191711,11.34850886,0.912019476,0,0,0,0,6.343806429,19.20493881,35.86588559,56.26178502,80.338891,107.9683115,139.0384003,173.4125643
42,5990042,59500019,21,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6987,597.7808394,661.5960382,710.8219671,746.0877253,767.7822063,776.0928129,770.4556701,750.9175765,718.1885051,672.5687526,613.9264931,541.8914803,455.7443722,354.6767899,237.9643024,105.004057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,5990043,59500110,3,0,0,0,0,0,0,0,48,0,0,0,0,0,40.1443,128.7160211,149.6482558,167.072827,181.170714,192.0633416,199.8201991,204.3110607,205.5515462,203.7438606,199.0002581,191.3276887,180.6766842,166.896066,149.7978698,129.2091226,105.004057,97.83891713,58.06401676,11.99714749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,5990044,59500103,18,0,0,3,0,3,0,0,0,0,0,3,0,0,406.503,216.3124654,287.5184263,346.4452431,393.7207463,429.7869128,454.9192695,468.8940307,471.7892928,464.0990618,446.0826397,417.7175781,378.8093937,328.904953,267.4612881,193.9707142,108.0041729,11.53114935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,5990045,59500102,15,0,0,0,0,0,0,0,0,9,0,0,0,0,328.65,457.6522522,413.7939496,373.7912601,337.3223696,304.0879199,273.8268121,246.1321557,220.913791,198.2897759,178.2564004,160.7353838,145.6486536,132.8905832,122.3780656,114.0741828,108.0041729,132.3347932,132.0615579,135.097832,141.3467963,150.7813552,163.1939459,178.4854186,196.6286997,217.4328084,241.2046998,267.809062,297.5475048,330.0113266,365.1062809,403.0380208,443.8611073,487.2164923,532.9982224,581.0347512
46,5990046,59500024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.316,768.6983802,778.9646581,781.7042558,777.1124108,765.2311695,745.9893549,718.6845305,683.2814362,640.3553658,590.0967899,532.335119,466.7301194,392.6822591,309.5530419,216.8001722,114.0044047,0.898389408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,5990047,59500058,36,0,15,0,0,0,0,0,0,0,0,0,0,0,20.9368,66.35798915,66.37286902,66.86144865,67.8123832,69.21308843,71.05086052,73.25683036,75.82157184,78.81081802,82.27504133,86.24531771,90.75097222,95.79142886,101.3505964,107.4150029,114.0044047,153.8422771,165.6450011,178.8108764,193.0264355,207.9913902,223.1563875,238.193929,252.9810165,267.2853124,281.5604873,295.7241834,310.189398,324.5935006,338.9507705,353.5419789,368.4656339,383.4738508,398.5562111,413.6567814
48,5990048,59500023,0,0,0,3,0,0,0,45,0,0,0,0,0,0,78.3832,223.2842254,470.6904787,677.8095493,846.784545,979.1855008,1076.054083,1137.107855,1162.660731,1154.032379,1111.949678,1036.373449,926.7506547,781.8059753,599.9937134,379.8353046,120.0046365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,5990049,59500073,15,0,0,0,0,0,0,12,3,0,0,0,0,0,402.668,760.2245184,787.2102316,804.2254842,811.6050027,809.4966031,797.9027799,776.1226042,744.143014,702.6143184,651.7747177,591.4607246,521.3101894,440.6590017,348.7853907,245.064879,129.0049843,0.081557121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,5990050,59500110,12,0,3,3,0,60,0,3,0,3,6,3,0,0,63.0203,546.7502522,502.7328182,461.9870363,424.2005635,389.0694734,356.3183344,325.4585975,296.3938135,269.3039563,244.2065685,221.0071667,199.5952655,179.8055651,161.4911636,144.5618437,129.0049843,145.8107385,131.1293559,118.0747494,106.4144419,96.1069126,87.12236249,79.61565046,73.7985561,69.79662585,67.85210557,67.9968222,70.34407737,74.8058971,81.36322352,90.04882556,100.8545396,113.6756015,128.4582025,145.1278611
51,5990051,59500007,39,0,0,0,0,0,3,3,0,6,0,6,0,0,340.897,169.3039385,142.2674179,119.249065,100.0184847,84.38624058,72.2062067,63.32351394,57.6856729,55.30389914,56.1805485,60.3282778,67.79068517,78.62077587,92.87934335,110.6374447,132.0051002,199.5190615,239.2327505,285.6554647,338.7051151,398.1127595,462.8791106,532.1274408,605.2476431,681.2695512,760.9386494,843.7588662,930.6817299,1020.470915,1112.930449,1208.79741,1308.323563,1410.54392,1515.278231,1622.172811
52,5990052,59500039,24,0,0,0,3,0,0,0,42,0,0,0,0,0,6.29053,162.9449827,170.9071546,177.3719303,182.409063,186.0535482,188.3126386,189.0269619,188.191425,185.9756918,182.4729147,177.6935923,171.6126433,164.1247603,155.097005,144.4121439,132.0051002,149.6045919,130.7810228,109.113617,84.03880435,55.24573857,22.62220597,0,0,0,0,0,0,0,0,0,0,0,0,0
53,5990053,59500091,18,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5709,2232.099942,1694.481542,1223.512287,814.914412,465.1929561,171.6748722,0,0,0,0,0,0,0,0,0,135.0052161,545.1292787,1007.46053,1565.235091,2223.33405,2983.134298,3097.365638,3140.117648,3169.058913,3183.211981,3189.716902,3188.715687,3185.488305,3176.804306,3163.57061,3148.95018,3134.024158,3116.877401,3097.777892,3076.625294
54,5990054,59500102,0,0,0,0,0,0,0,3,57,0,0,0,0,0,2.22593,0.416055369,0,0,0,0,3.550399336,9.146111604,16.36412977,25.21849052,35.75009633,48.01969553,62.10817318,78.09056953,96.02746259,115.9716621,138.005332,206.009537,242.6051293,283.6831685,328.9864831,356.2340182,362.8840751,367.8928553,371.2835832,372.9417418,373.7038514,373.5865501,373.2084334,372.1910252,370.6405794,368.9276654,367.1789485,365.1700527,362.9323743,360.4541585
55,5990055,59500009,42,0,0,0,0,0,0,9,0,0,0,0,0,0,101.311,104.813149,104.1383231,103.9536126,104.2428513,104.9856723,106.1600048,107.6604554,109.4731514,111.691128,114.3786548,117.5677552,121.2848389,125.5145851,130.2227647,135.3812345,141.0054479,186.8255351,197.6238107,209.7152396,222.6980662,236.2136873,249.6483653,262.6689764,275.1819487,286.9789718,298.5868805,309.9428398,321.4984725,332.8890729,344.1465616,355.5681616,367.2574367,378.9715563,390.7080226,402.4193684
56,5990056,59500032,9,0,9,0,0,0,3,0,0,30,0,15,0,0,129.363,908.7912367,955.0357318,987.0661331,1005.404378,1010.317545,1001.869724,979.2195137,942.3704549,892.1635365,828.9176859,752.432715,662.2430573,557.486304,437.2178193,300.6121633,147.0056797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,5990057,59500001,39,3,3,0,0,0,0,3,0,0,0,0,0,0,1349.44,12005.16645,9112.322501,6572.67921,4363.332802,2465.536631,864.9236013,0,0,0,0,0,0,0,0,0,147.0056798,2086.049558,4440.889514,7293.804494,10672.305,14585.50178,19001.3348,23874.63,29162.25567,34798.61699,40803.86019,47139.94869,53850.913,60859.43112,68144.76376,75745.28002,83673.65652,91865.17256,100303.2966,108959.9667
58,5990058,59500090,12,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4453,640.3433604,563.5041911,494.4564532,432.6181106,377.471852,328.5851429,285.3937592,247.7511109,215.7491104,189.3394927,168.411364,152.8833579,142.6766619,137.7605736,138.1666226,144.0055638,197.3680749,221.8357502,255.0378864,297.0700375,347.9322561,406.9811399,473.6112081,547.3559809,627.3295874,714.1546738,807.2999213,907.6029245,1013.79692,1125.580464,1243.604413,1368.069891,1497.908105,1632.840101,1772.394432
59,5990059,59500102,15,0,0,0,0,0,0,3,30,0,0,0,0,0,5.90017,95.677805,140.9356361,179.5087806,211.7736647,238.0038686,258.3785738,272.7866974,281.2763144,284.1490487,281.5902974,273.632109,260.2144282,241.1174963,216.055426,184.7551352,147.0056798,130.2565154,65.79157393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,5990060,59500062,42,0,0,0,0,6,0,0,0,3,0,0,0,0,44.1332,63.30547078,209.3431038,332.9413079,435.3384263,517.4545192,579.9124914,622.6009178,645.7051455,649.9738069,635.8514865,603.3680318,552.2726009,481.9006032,391.4195898,280.0237484,147.0056797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,5990061,59500027,3,0,57,0,0,0,3,0,0,0,0,3,0,0,16.1998,155.0342573,183.4150353,207.232111,226.727255,242.0652402,253.3431005,260.4016304,263.263025,262.1889434,257.3290175,248.6989511,236.2422354,219.7699261,199.0433598,173.8415671,144.0055638,138.8773748,89.60084205,32.33908724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,5990062,59500007,33,6,0,0,0,3,0,0,0,0,6,27,0,0,2738.89,1734.418206,1721.160404,1695.706314,1658.204293,1608.526697,1546.357134,1470.130053,1379.722311,1276.241994,1159.985924,1030.526289,887.1115941,728.5105565,553.454381,360.8904941,150.0057957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,5990063,59500061,51,0,0,0,0,0,0,0,0,0,0,3,0,0,50.7842,295.6649598,268.5345901,244.4901773,223.3176385,204.8227998,188.8400155,175.0992834,163.5398107,154.25954,147.2882518,142.6117549,140.2226102,140.0846044,142.1644337,146.4544322,153.0059116,205.5801588,222.6016353,243.6721107,268.5340659,296.9237965,328.1587381,361.7732262,397.526955,434.9465262,474.6387065,516.3662522,560.7599925,607.0990395,655.2993851,705.8126993,758.7875648,813.6642299,870.3420429,928.6186656
64,5990064,59500056,33,0,3,0,0,0,0,0,3,0,0,0,0,0,176.136,772.5582851,613.1239506,473.5766125,352.642669,249.2717822,162.6518431,92.12280136,37.41885291,0,0,0,0,0,33.5266701,87.91761917,159.0061434,314.1013695,454.4799896,623.5250053,822.3138931,1050.963538,1307.064336,1587.788398,1890.675128,2211.910924,2553.161682,2912.277457,3292.151373,3688.159666,4099.20033,4527.691501,4974.437696,5435.63498,5910.374935,6397.069621
65,5990065,59500026,33,3,15,0,0,0,0,0,0,0,0,0,0,0,103.749,825.3551016,2831.5348,4512.382181,5885.268748,6963.023063,7754.257787,8257.632579,8475.788606,8418.623964,8091.594497,7494.311833,6622.342159,5465.754414,4012.543764,2251.163623,171.0066072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,5990066,59500103,57,0,3,0,0,0,0,0,0,3,0,0,0,0,312.054,257.6026246,275.884243,290.5356458,301.7236021,309.5437793,314.0334453,314.9420539,312.2710913,306.3079623,297.2017343,284.9518241,269.4863061,250.5950859,228.023321,201.5440178,171.0066071,173.0225497,124.7934661,69.47116442,6.165942814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
