,b_cat,house,tradit,flat,cluster,townhouse,semi,backyardhouse,backyardshack,informalsetl,flatlet,caravan,otherdwltyp,unspecdwel,pop12,pop13,pop14,pop15,pop16,pop17,x,y,sd16sd12
2631,2631,14.60711387,8.333524661,0,0,0,0,0.05126718,1.64090966,0.923169139,0.10253436,0,0,0,178.9552991,185.3622906,191.817039,197.8662522,203.0537521,206.8408011,30.91250073,-29.6666669,-0.047508537
2632,2632,16.82259187,14.75484293,0,0,0,0,0,0.341536772,0.341536772,0,0,0,0,235.9363285,237.261439,237.6541684,236.5739732,233.4013246,227.5956791,30.91666739,-29.6666669,-0.066297906
2633,2633,10.52433556,8.628652044,0,0,0,0.003893215,0.003893215,0.24757363,0.267039704,0,0,0.035038934,0,142.1108779,141.2425295,140.1943979,139.7626649,138.1159198,134.9290984,30.92083406,-29.6666669,-0.077102134
2634,2634,12.54878255,0.018339399,0,0,0,0.006113133,0.006113133,0.012226266,1.035334762,0,0,0.055018198,0,70.99815873,74.01790835,78.57630737,86.3512262,94.78784026,103.8861495,30.92500073,-29.6666669,-0.076104231
2635,2635,25.00870703,0.00494727,0,0,0,0.00164909,0.00164909,0.00329818,2.119593756,0,0,0.01484181,0,141.2258236,152.9288782,166.8873016,183.4003609,201.318787,220.6425798,30.92916739,-29.6666669,-0.065148143
2636,2636,26.15380932,0.003716496,0,0,0,0.001238832,0.001238832,0.002477664,2.219240222,0,0,0.011149489,0,147.6799446,160.1810193,175.0033314,192.3194506,211.1092819,231.3728256,30.93333406,-29.6666669,-0.073120753
2637,2637,13.35660103,0.017898446,0,0,0,0.005966149,0.005966149,0.032222502,1.663066725,0,0,0.073985542,0,79.42094857,83.00162592,88.18874735,96.60434457,105.7220604,115.5216047,30.93750073,-29.6666669,-0.073474585
2638,2638,21.57929999,0.181578297,0,0.321324466,0.160662233,0.167634254,0.006972021,0.586702889,8.497648811,0,0,0.474844805,0,188.5467995,202.8878467,220.743588,243.846257,269.1733451,296.0449855,30.94166739,-29.6666669,-0.058934447
2639,2639,49.62317693,0.790541757,0,1.556408001,0.778204,0.782316586,0.004112586,1.564633172,3.141604101,0,0,0.815217271,0,370.5239091,423.8571865,486.6369015,559.5286762,640.7212936,728.139543,30.94583406,-29.6666669,-0.044831282
2640,2640,59.26919246,0.94281766,0,1.868137121,0.934068561,0.936984927,0.002916366,1.873969854,3.756688808,0,0,0.960315859,0,443.0304178,507.9883146,584.1042066,671.5952952,769.0497817,873.9768166,30.95000073,-29.6666669,-0.051512476
2641,2641,19.05038115,0.32492492,0,0.570328569,0.290597615,0.28755117,0.007820215,0.575102339,1.184531984,0,0,0.556579431,0,140.3692496,155.8671363,175.1967568,201.1265564,230.3118193,261.7349299,30.95416739,-29.6666669,-0.071340167
2642,2642,3.101903345,0.157125791,0,0.064485788,0.064485788,0.009384738,0.009384738,0.018769477,0.130178957,0,0,1.309692614,0,18.77582686,10.16171552,1.612144695,0,0,0,30.95833406,-29.6666669,-0.078769217
2643,2643,1.46233897,0.030255289,0,0,0,0.010085096,0.010085096,0.020170193,0.070595674,0,0,0.090765867,0,8.511821315,3.805443021,0,0,0,0,30.96250073,-29.6666669,-0.100643824
2644,2644,1.46233897,0.030255289,0,0,0,0.010085096,0.010085096,0.020170193,0.070595674,0,0,0.090765867,0,8.511821315,3.805443021,0,0,0,0,30.96666739,-29.6666669,-0.106709628
2645,2645,1.46233897,0.030255289,0,0,0,0.010085096,0.010085096,0.020170193,0.070595674,0,0,0.090765867,0,8.511821315,3.805443021,0,0,0,0,30.97083406,-29.6666669,-0.102310487
2646,2646,1.46233897,0.030255289,0,0,0,0.010085096,0.010085096,0.020170193,0.070595674,0,0,0.090765867,0,8.511821315,3.805443021,0,0,0,0,30.97500073,-29.6666669,-0.09782136
2647,2647,1.46233897,0.030255289,0,0,0,0.010085096,0.010085096,0.020170193,0.070595674,0,0,0.090765867,0,8.511821315,3.805443021,0,0,0,0,30.97916739,-29.6666669,-0.0945509
2648,2648,2.286754437,0.153462955,0,0,0,0.009878198,0.009878198,0.032139233,0.106295896,0,0,0.088903785,0,14.89597483,11.21898928,8.634964327,9.984693455,11.53254796,13.25376217,30.98333406,-29.6666669,-0.081435293
2649,2649,34.46735276,4.962805732,0,0,0,0.001802037,0.001802037,0.499344036,1.499834146,0,0,0.016218333,0,264.0978525,300.6026457,345.6960002,399.7316561,461.6991513,530.6070061,30.98750073,-29.6666669,-0.06334576
2650,2650,32.88742714,3.680860468,0,0,0,0,0.754540567,29.87159152,22.84278094,0.764233664,0,0.152846733,0,547.7035609,585.07634,627.8279002,676.9912158,731.7669201,790.0084268,30.99166739,-29.6666669,-0.045576604
2651,2651,31.27083665,0,0,0,0,0.748350951,1.632913108,68.23504486,61.46760096,0,0,0,0,879.1249484,852.6366837,817.1440512,774.090657,760.5231269,773.2005959,30.99583406,-29.6666669,-0.034341006
2652,2652,164.6995355,0,0.041826161,0.041826161,0,0.805258888,0.086972815,7.109830504,27.03992564,0,0,0.083652322,0,824.4225154,701.9096673,557.9724453,401.3244205,347.8367463,321.2069617,31.00000073,-29.6666669,-0.012709954
2653,2653,241.8037181,9.068859568,3.573122867,0.912833592,0,0,1.787985056,6.639558911,281.7104386,0,0.787492713,6.84920651,0,1312.301435,1134.574328,919.9368017,669.4606826,421.1556439,341.7359834,31.0041674,-29.6666669,-0.011866832
2654,2654,180.7583494,4.686317596,0.018847706,4.618999958,0,0.32735948,5.526684914,7.35901104,499.5757593,0,5.46306595,31.9131676,0,2096.045462,2125.958598,2156.088198,2178.937859,2190.825383,2188.681945,31.00833406,-29.6666669,-0.003061471
2655,2655,273.4660145,4.60080553,0.380463959,4.601280206,0.677527621,0.677527621,1.95701369,0.536114477,138.4110703,0,0,2.689348241,0,1545.455978,1550.871025,1550.94632,1515.840042,1407.612073,1266.982068,31.01250073,-29.6666669,-0.005023779
2656,2656,203.0444633,2.409543561,19.26464697,0,0,0,2.321021526,5.552286883,150.1521726,0,0,0.938147723,0,1262.419288,1250.269896,1231.750346,1211.349579,1171.940074,1104.499932,31.0166674,-29.6666669,-0.001671045
2657,2657,199.310984,2.32003556,76.20869182,0,0,0.00133294,4.182956188,2.765279655,6.676550924,0.00066647,0,0.00066647,0,1171.629489,1147.341078,1121.438529,1087.470782,1040.487556,973.0817222,31.02083406,-29.6666669,-0.002762475
2658,2658,113.2591673,0.092989388,19.43094385,0.245368281,0,0.818863113,6.248553291,2.010732719,3.707398597,0.409431556,0,0.654799837,0,669.2847318,650.7326598,601.5051146,545.3498132,539.9629903,530.8569491,31.02500073,-29.6666669,-0.001514965
2659,2659,157.2738948,0,0,1.139805582,0,0,5.162991277,1.720997092,2.000304129,0,0,1.139805582,0,840.6293251,938.3499705,1008.944283,1058.332762,1090.959289,1119.819767,31.0291674,-29.6666669,-0.002712881
2660,2660,240.2681958,0,0.064147898,0.183270287,0,0,0,0,0.183270287,0.794342415,0,0.311566083,0,1279.195018,1338.600968,1383.933018,1427.465565,1466.073152,1501.208848,31.03333406,-29.6666669,0.012200283
2661,2661,150.3453742,0,0.459420596,0,0,0,0,0,0,1.819042426,0.071121681,0.918841191,0,761.8724164,797.3388168,829.7524654,865.3988821,902.2586602,939.2168935,31.03750073,-29.6666669,0.005623015
2662,2662,43.13657309,0,0,0,0,0,0,0,0,0,0.575678334,0,0,149.405327,101.8950651,89.80582011,75.60575453,58.71919007,39.14612671,31.0416674,-29.6666669,-0.01066296
2663,2663,29.72469813,0.34081105,1.02243315,0,0,0,0,1.704055251,0.34081105,0,0.048884644,0,0,166.6666816,163.7216097,164.1718801,163.0796626,160.1688651,154.8714694,31.04583406,-29.6666669,-0.016909693
2664,2664,147.8556958,1.141206475,2.816545116,0,0,0,0.202358103,4.69424186,4.256522772,3.115316296,0,0,0,722.4957269,739.8733497,756.1097448,768.7931044,776.5355588,777.2727421,31.05000073,-29.6666669,-0.017675381
2665,2665,228.089832,1.940472745,0.758269991,0,0,0.535068268,2.401140438,0.90707114,3.438419499,1.497946755,0,1.605204803,0,1137.211024,1186.391488,1234.67367,1280.243776,1319.808477,1349.424023,31.0541674,-29.6666669,-0.01679331
2666,2666,214.1813035,0.598217016,0.606362917,0,0,0.606362917,1.204579933,2.35605208,1.995618699,0,0,1.819088751,0,1203.26077,1245.203763,1294.129276,1322.144901,1333.539919,1334.179412,31.05833406,-29.6666669,-0.023141132
2667,2667,277.1399315,0.237501976,0,2.72661392,1.114389517,0,0,7.372734907,0,0,0,1.114389517,0,1214.777665,1247.727101,1337.527169,1396.85893,1438.483761,1477.092962,31.06250073,-29.6666669,-0.02445188
2668,2668,325.2661793,5.066072081,0,65.13198104,6.564170387,17.1547196,0,11.96232441,0.004662749,0,0,3.44513046,0,1241.326866,1294.590734,1307.050248,1327.518306,1357.704773,1383.084623,31.0666674,-29.6666669,-0.026649682
2669,2669,51.96386444,0.531098532,0,4.203112615,0.321934015,1.180424723,0,0.745721209,0.215644997,0,0,0.107311338,0,204.1177849,215.4288544,220.1618052,224.9054858,229.380757,232.8504878,31.07083406,-29.6666669,-0.058862688
2670,2670,1.296926759,0,0,0.020918174,0,0,0,0,0.251018082,0,0,0,0,5.243488832,4.692643596,4.099962012,3.437553184,2.70541711,1.903553791,31.07500073,-29.6666669,-0.08185335
2671,2671,1.296926759,0,0,0.020918174,0,0,0,0,0.251018082,0,0,0,0,5.243488832,4.692643596,4.099962012,3.437553184,2.70541711,1.903553791,31.0791674,-29.6666669,-0.096446108
2672,2672,1.296926759,0,0,0.020918174,0,0,0,0,0.251018082,0,0,0,0,5.243488832,4.692643596,4.099962012,3.437553184,2.70541711,1.903553791,31.08333406,-29.6666669,-0.095528504
2673,2673,1.296926759,0,0,0.020918174,0,0,0,0,0.251018082,0,0,0,0,5.243488832,4.692643596,4.099962012,3.437553184,2.70541711,1.903553791,31.08750073,-29.6666669,-0.084089928
2674,2674,1.296926759,0,0,0.020918174,0,0,0,0,0.251018082,0,0,0,0,5.243488832,4.692643596,4.099962012,3.437553184,2.70541711,1.903553791,31.0916674,-29.6666669,-0.080428887
2675,2675,1.296926759,0,0,0.020918174,0,0,0,0,0.251018082,0,0,0,0,5.243488832,4.692643596,4.099962012,3.437553184,2.70541711,1.903553791,31.09583406,-29.6666669,-0.064049584
2676,2676,1.296926759,0,0,0.020918174,0,0,0,0,0.251018082,0,0,0,0,5.243488832,4.692643596,4.099962012,3.437553184,2.70541711,1.903553791,31.10000073,-29.6666669,-0.047103203
2677,2677,1.296926759,0,0,0.020918174,0,0,0,0,0.251018082,0,0,0,0,5.243488832,4.692643596,4.099962012,3.437553184,2.70541711,1.903553791,31.1041674,-29.6666669,-0.079377166
2678,2678,1.296926759,0,0,0.020918174,0,0,0,0,0.251018082,0,0,0,0,5.243488832,4.692643596,4.099962012,3.437553184,2.70541711,1.903553791,31.10833406,-29.6666669,-0.081425975
2679,2679,1.296926759,0,0,0.020918174,0,0,0,0,0.251018082,0,0,0,0,5.243488832,4.692643596,4.099962012,3.437553184,2.70541711,1.903553791,31.11250073,-29.6666669,-0.036663953
2680,2680,5.399280706,0,12.47172735,1.869751429,0.286706376,0,0.430059564,0,0.073919831,0,0,0,0,49.75855868,47.01598833,43.68768526,39.57429857,34.58025947,28.60999916,31.1166674,-29.6666669,-0.022731897
2681,2681,32.77693146,0,81.47408677,12.17428883,1.872967512,0,2.809451268,0,0,0,0,0,0,314.9707032,298.1139956,277.511353,251.9141303,220.6980052,183.2386549,31.12083406,-29.6666669,-0.014313932
2682,2682,1.429524508,16.94112398,0,0,0,0,0,0,0,0,0,0,0,134.7674916,138.8474018,143.4202421,148.3191776,153.114487,157.7530832,30.58333406,-29.67083357,-0.071696887
2683,2683,10.77344783,11.33447593,0,0,0,0,0,0,0,0,0,0,0,177.794264,192.7844181,210.1592941,229.5568808,250.6292336,272.822786,30.58750073,-29.67083357,-0.059424119
2684,2684,2.437105782,18.22645135,0.014426791,0,0,0,0.032568995,0,0.016284497,0,0,0,0,147.4520543,150.5304052,153.8903783,158.1863865,163.5686465,168.8010316,30.59166739,-29.67083357,-0.046861315
2685,2685,15.20017177,18.35343799,0.332101933,0,0,0,0.519358494,0,0.259679247,0,0,0,0,163.8785739,132.1945502,94.29202799,69.35599073,70.95908887,72.27348854,30.59583406,-29.67083357,-0.038197689
2686,2686,14.55308979,22.26470302,0.044358289,0,0,0,1.322234112,0,0.661117056,0,0,0,0,145.0310088,143.4748066,141.5017555,141.2586777,144.5642629,147.2087312,30.60000073,-29.67083357,-0.034964932
2687,2687,9.066965582,13.42698633,0.046963417,0,0,0,0.765806306,0,0.382903153,0,0,0,0,90.35176916,87.33032889,83.65619798,81.81364035,83.72815612,85.25976873,30.60416739,-29.67083357,-0.033753668
2688,2688,16.32543815,13.60453179,0.544181272,0,0,0,0,0,0,0,0,0,0,162.5288065,108.2920731,43.53450174,0,0,0,30.60833406,-29.67083357,-0.060371434
2689,2689,6.130157748,5.10846479,0.204338592,0,0,0,0,0,0,0,0,0,0,61.02912603,40.66337973,16.34708733,0,0,0,30.61250073,-29.67083357,-0.070179565
2690,2690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.61666739,-29.67083357,-0.057637612
2691,2691,1.204986506,0.401662169,0,0,0,0,0,0.03089709,0,0,0,0,0,13.63591567,15.24256435,17.03459556,18.98111222,21.05121725,23.20371451,30.62083406,-29.67083357,-0.048490294
2692,2692,23.12090904,7.707011474,0,0,0,0,0,0.59284377,6.74E-07,0,0,0,0,261.641824,292.4697023,326.8546436,364.2038038,403.9243391,445.2257906,30.62500073,-29.67083357,-0.030433603
2693,2693,24.68863948,27.79767554,0,0,0,0,0,0.989027999,0.096541869,0,0,0,0,404.270134,424.4272429,446.4490666,469.2822159,491.9376628,513.3276144,30.62916739,-29.67083357,-0.023459166
2694,2694,21.65285324,34.34591759,0.649224481,0,0,0,0.389534689,0.65337997,0.279322249,0,0,0,0,362.9741622,379.3561707,397.2316713,415.6279367,433.8033797,450.6570721,30.63333406,-29.67083357,-0.023481323
2695,2695,27.54327652,23.83588243,2.429453469,0,0,0,1.457672081,0.000569203,0.079076506,0,0,0,0,320.4893073,340.0237717,361.4941823,384.0985277,407.3808943,430.1847971,30.63750073,-29.67083357,-0.025648641
2696,2696,30.74205111,10.22756866,3.384725459,0,0,0,2.030835276,0,0,0,0,0,0,347.1541419,372.209265,399.5633814,428.4970363,458.5376782,488.3101621,30.64166739,-29.67083357,-0.061120399
2697,2697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.64583406,-29.67083357,-0.084230036
2698,2698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.65000073,-29.67083357,-0.097134203
2699,2699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.65416739,-29.67083357,-0.102429172
2700,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.65833406,-29.67083357,-0.11308622
2701,2701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66250073,-29.67083357,-0.119447141
2702,2702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66666739,-29.67083357,-0.126804839
2703,2703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.67083406,-29.67083357,-0.128170012
2704,2704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.67500073,-29.67083357,-0.126639021
2705,2705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.67916739,-29.67083357,-0.128545959
2706,2706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.68333406,-29.67083357,-0.136089229
2707,2707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.68750073,-29.67083357,-0.121088874
2708,2708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.69166739,-29.67083357,-0.097880573
2709,2709,1.824824917,14.07722079,0.260689274,0,0,0,0,0,0,0,0,0,0,102.0164025,104.1888131,106.7088094,109.3157022,111.8356985,113.9212127,30.69583406,-29.67083357,-0.078725644
2710,2710,2.338036187,18.21465489,0.420405917,0,0,0,0,0,0,0,0,0.009754923,0,133.0267055,136.0163288,139.4721958,143.0616948,146.5533299,149.4971155,30.70000073,-29.67083357,-0.091268783
2711,2711,0.443938067,5.21945664,0.932771882,0,0,0,0,0,0,0,0,0.098152663,0,48.15521605,50.75894148,53.65755367,56.80165472,60.06016002,63.30177056,30.70416739,-29.67083357,-0.096844195
2712,2712,0.113570931,2.952844198,1.022138376,0,0,0,0,0,0,0,0,0.113570931,0,33.35199665,35.8884141,38.6898304,41.75624552,44.97408856,48.26764555,30.70833406,-29.67083357,-0.109635916
2713,2713,0.113570931,2.952844198,1.022138376,0,0,0,0,0,0,0,0,0.113570931,0,33.35199665,35.8884141,38.6898304,41.75624552,44.97408856,48.26764555,30.71250073,-29.67083357,-0.125542066
2714,2714,0.654463461,2.781756325,0.391946129,0,0,0,0,0,0,0,0,0.04354957,0,32.11429981,34.22727946,36.48260238,38.83954096,41.19345424,43.43385399,30.71666739,-29.67083357,-0.1300062
2715,2715,0.554706423,1.497707341,0,0,0,0,0,0,0,0,0,0,0,17.54721317,18.58266516,19.65509757,20.72752999,21.74449176,22.63202204,30.72083406,-29.67083357,-0.128984553
2716,2716,1.454941046,3.928340823,0,0,0,0,0,0,0,0,0,0,0,46.02463508,48.74052503,51.55341105,54.36629707,57.03368899,59.36159466,30.72500073,-29.67083357,-0.127870164
2717,2717,2.103987466,5.680766159,0,0,0,0,0,0,0,0,0,0,0,66.55613685,70.48358012,74.55128922,78.61899832,82.47630868,85.84268862,30.72916739,-29.67083357,-0.138824903
2718,2718,0.855113509,2.308806474,0,0,0,0,0,0,0,0,0,0,0,27.05009066,28.64630255,30.299522,31.95274145,33.52044955,34.88863116,30.73333406,-29.67083357,-0.139347644
2719,2719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.73750073,-29.67083357,-0.13465562
2720,2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.74166739,-29.67083357,-0.138895293
2721,2721,0,3.374465074,0,0,0,0,0,0,0,0,0,0,0,18.71294269,13.60011681,7.566982288,0.545368093,0,0,30.74583406,-29.67083357,-0.133899505
2722,2722,0.756640017,8.047759637,0.022254118,0,0,0.066762354,0,0,0.022254118,0,0,0.066762354,0,51.61560399,40.20362038,26.69727396,10.91285353,9.68795943,9.613779036,30.75000073,-29.67083357,-0.11656185
2723,2723,6.303380805,4.850631278,0.185393553,0,0,0.556180659,0,0,0.185393553,0,0,0.556180659,0,85.10691295,84.26871793,82.94470344,80.86084671,80.70799344,80.09001493,30.75416739,-29.67083357,-0.092096962
2724,2724,18.19904382,3.345929204,0.12486409,0,0,0.37459227,0,0.324503832,0.12486409,0.324503832,0,0.37459227,0,177.83449,193.4443042,210.4852269,228.5744368,247.4372804,266.4912966,30.75833406,-29.67083357,-0.072345562
2725,2725,33.23092927,2.318436926,0,0,0,0,0,0.772812309,0,0.772812309,0,0,0,298.8207593,334.1125214,373.010741,415.0002097,459.8233236,506.1920622,30.76250073,-29.67083357,-0.086857807
2726,2726,31.82057366,2.958647158,0,0,0,0,0,0.727372143,0,0.727372143,0,0,0,291.8286362,325.1833473,361.8893211,401.4357586,443.562946,487.015456,30.76666739,-29.67083357,-0.086196583
2727,2727,7.695919963,9.089717028,0,0,0,0,0,0.032594573,0,0.032594573,0,0,0,135.0933487,138.1804001,140.9200077,142.9907106,144.1818233,143.9394695,30.77083406,-29.67083357,-0.091528341
2728,2728,6.56414368,9.377348115,0,0,0,0,0,0,0,0,0,0,0,127.7403199,129.407404,130.5535243,130.8661026,130.1367533,127.8445126,30.77500073,-29.67083357,-0.105694367
2729,2729,6.548384107,9.337062444,0.024621618,0,0,0,0.001295875,0,0,0.005183499,0,0,0,127.5441326,129.2537012,130.4598067,130.8512999,130.2207483,128.0482742,30.77916739,-29.67083357,-0.119844886
2730,2730,6.000835556,8.806405997,0.005547412,0,0,0,0.005547412,0,0,0,0,0,0,118.2634624,119.5590716,120.3404728,120.3168926,119.2907841,116.7849219,30.78333406,-29.67083357,-0.128111004
2731,2731,2.055316518,5.180554258,0.025071423,0,0,0,0.159178597,0,0,0,0,0,0,58.87319379,61.72406712,64.82994555,68.10220347,71.42034047,74.580671,30.78750073,-29.67083357,-0.130377069
2732,2732,1.255999329,4.677227745,0.017047407,0,0,0,0.26142831,0,0,0,0,0,0,51.17148113,56.91358371,63.51387806,70.95531677,79.13370966,87.88045366,30.79166739,-29.67083357,-0.130704795
2733,2733,0.799477347,3.791819116,0.031955741,0,0,0,0.179068914,0,0,0,0,0,0,37.45703712,40.03148388,42.97069314,46.24270916,49.75588657,53.401498,30.79583406,-29.67083357,-0.134626058
2734,2734,0.120185111,1.54191059,0.029982338,0,0,0,0.042026425,0,0,0,0,0,0,11.45887195,10.55675118,9.492930397,8.237427264,6.746250632,5.001376998,30.80000073,-29.67083357,-0.126256867
2735,2735,4.921571359,0.529042138,0.007212839,0,0,0,0.211677242,0,0,0,0,0,0,44.67237826,42.94780533,41.10458774,39.13551263,36.9628081,34.44776026,30.80416739,-29.67083357,-0.120862368
2736,2736,6.139614414,0.255817267,0,0,0,0,0.255817267,0,0,0,0,0,0,53.12471917,51.3339983,49.458005,47.49673929,45.36492873,42.89202848,30.80833406,-29.67083357,-0.120233079
2737,2737,3.256278252,2.368832835,0,0,0,0,0.108470192,0,0.100460562,0,0,0,0,47.12173738,46.66382772,46.13627448,45.45536052,44.53469883,43.23500224,30.81250073,-29.67083357,-0.120358674
2738,2738,1.133697875,3.924338799,0,0,0,0,0,0,0.174415058,0,0,0,0,42.70261997,43.22586514,43.69097197,43.95259455,43.92352538,43.48748773,30.81666739,-29.67083357,-0.10657393
2739,2739,1.133697875,3.924338799,0,0,0,0,0,0,0.174415058,0,0,0,0,42.70261997,43.22586514,43.69097197,43.95259455,43.92352538,43.48748773,30.82083406,-29.67083357,-0.099502515
2740,2740,1.188112381,4.015449958,0,0,0,0,0,0,0.165750594,0,0.009227793,0,0,43.78331472,44.24980719,44.6456698,44.82662521,44.70364624,44.15700472,30.82500073,-29.67083357,-0.098439099
2741,2741,1.47435702,4.494735225,0,0,0,0,0,0,0.120171607,0,0.057770131,0,0,49.46825064,49.63619836,49.66780532,49.4244151,48.80742848,47.67896091,30.82916739,-29.67083357,-0.125798193
2742,2742,2.214370588,5.167456083,0,0,0,0,0,0,0.024930187,0,0.139560398,0,0,58.33561631,57.22654825,55.76288356,53.81456598,51.26390952,49.01444865,30.83333406,-29.67083357,-0.138237344
2743,2743,3.254511457,3.382028918,0,0,0,0,0,0,0,0,0.043779756,0,0,42.68853943,37.34840986,31.11363313,23.83763977,15.40320603,13.42579187,30.83750073,-29.67083357,-0.130436075
2744,2744,3.570723374,2.649246374,0,0,0,0,0,0,0,0,0,0,0,35.97599786,29.18010499,21.30915562,12.20957025,1.766164249,0,30.84166739,-29.67083357,-0.126942102
2745,2745,3.570723374,2.649246374,0,0,0,0,0,0,0,0,0,0,0,35.97599786,29.18010499,21.30915562,12.20957025,1.766164249,0,30.84583406,-29.67083357,-0.116910761
2746,2746,3.570723374,2.649246374,0,0,0,0,0,0,0,0,0,0,0,35.97599786,29.18010499,21.30915562,12.20957025,1.766164249,0,30.85000073,-29.67083357,-0.120118748
2747,2747,3.570634624,2.649370977,0,0,0,0,0,0,0,0,0,0,0,35.97715053,29.18183615,21.31156541,12.21276223,1.770242459,0.004722144,30.85416739,-29.67083357,-0.129882371
2748,2748,4.33240955,3.12321574,0,0,0.054966534,0,0,0,0,0,0,0,0,49.74686226,44.52412077,38.3702397,31.10520044,22.59757415,20.87618306,30.85833406,-29.67083357,-0.128857662
2749,2749,7.928643305,4.901528313,0,0,0.29815116,0,0,0,0,0,0,0,0,107.723478,107.9834553,107.69331,106.5472905,104.3409288,101.172627,30.86250073,-29.67083357,-0.121863212
2750,2750,8.155543903,5.018796248,0,0,0.313674765,0,0,0,0,0,0,0,0,111.4591,112.0864495,112.1910078,111.4591,109.6816097,106.4403038,30.86666739,-29.67083357,-0.107916649
2751,2751,5.655852494,6.463133005,0,0,0.100141496,0,0,0.113043467,0.113043467,0,0,0,0,101.1865034,107.1896844,113.8172671,120.8183855,128.0132351,135.0045257,30.87083406,-29.67083357,-0.103505225
2752,2752,4.499325604,7.140353518,0,0,0,0,0,0.166410138,0.165715483,0,0,0,0,96.47841373,104.9837526,114.6470158,125.2458602,136.6143387,148.364624,30.87500073,-29.67083357,-0.087740421
2753,2753,4.483563375,7.140489819,0,0,0,0,0,0.166057903,0.166057903,0,0,0,0,96.36893624,104.8932419,114.5799529,125.2076587,136.6103013,148.4004124,30.87916739,-29.67083357,-0.081836822
2754,2754,4.495513812,7.116238012,0,0,0,0,0.00212485,0.168310569,0.18105967,0,0,0.00212485,0,96.35316023,104.9300656,114.6773538,125.3769853,136.8606495,148.7427047,30.88333406,-29.67083357,-0.06636128
2755,2755,12.16424125,6.237882936,0,0,0.338680139,0,0.190659876,0.299348701,0.427267543,0,0,0.190659876,0,140.7470017,142.7805756,144.4606568,145.3391797,145.1732423,143.5047705,30.88750073,-29.67083357,-0.059084104
2756,2756,25.89009181,5.273907591,0,0,0.958892289,0,0.479446145,0.479446145,0.479446145,0,0,0.479446145,0,222.4630111,211.116119,196.4131039,177.3950735,153.742397,124.815813,30.89166739,-29.67083357,-0.06449019
2757,2757,23.77717962,9.579056807,0,0,0.163502285,0,0.081751143,0.081751143,0.081751143,0,0,0.749427622,0,276.5155923,277.2515212,276.0798391,272.614485,265.6881638,254.9693154,30.89583406,-29.67083357,-0.0628516
2758,2758,24.21045911,10.08918303,0.093429853,0,0.093429853,0,0,0.164517939,1.494877654,0,0,1.349221175,0,295.8878011,305.4901589,314.5675599,322.7711408,328.8878266,332.4283836,30.90000073,-29.67083357,-0.04669875
2759,2759,39.7729546,8.158965013,0.559346491,0,0.119018212,0,0.22016414,0.862506011,1.90429139,0,0,1.239354451,0,341.4773572,361.1927128,382.1429163,403.6055471,424.7600485,444.3399251,30.90416739,-29.67083357,-0.031413911
2760,2760,32.57001887,11.95591763,0.321281072,0,0,0,0.238380379,1.754765747,0.46643906,0.155479687,0,0.066656293,0,315.0062727,325.4061272,335.8923828,345.8258732,354.4392688,360.7587589,30.90833406,-29.67083357,-0.026524928
2761,2761,20.85495739,19.22021072,0,0,0,0,0.005028183,0.121960504,0.051565942,0.010056366,0,0,0,299.8779665,300.1458913,299.0602482,296.0105567,290.1858306,280.9672094,30.91250073,-29.67083357,-0.033068686
2762,2762,19.70184923,18.47858116,0,0,0,0,3.554550831,0.20507024,0.068356747,0,0,0,0,296.8885125,296.9694542,295.7485706,292.6028348,286.7395203,277.5583859,30.91666739,-29.67083357,-0.039611256
2763,2763,6.875304112,5.673247241,0,0,0,0.00041033,36.43934684,2.103066998,0.711156424,0,0,0.003692974,0,215.2406914,217.8376995,220.5324805,222.7981652,224.0081214,223.7515159,30.92083406,-29.67083357,-0.054433183
