,b_cat,house,tradit,flat,cluster,townhouse,semi,backyardhouse,backyardshack,informalsetl,flatlet,caravan,otherdwltyp,unspecdwel,pop12,pop13,pop14,pop15,pop16,pop17,x,y,sd16sd12
1,1,3.413923878,0,0,0.036318339,0,0.217910035,0,0.036318339,0.072636678,0,0,0.036318339,0,14.79367014,12.86879816,10.73812227,8.341111885,5.65355479,2.675450982,31.13333406,-29.5041669,-0.172330676
2,2,3.629679866,0,0,0.038613616,0,0.231681694,0,0.038613616,0.077227231,0,0,0.038613616,0,15.72861275,13.68209112,11.41675901,8.868260381,6.010852827,2.844536349,31.13750073,-29.5041669,-0.187899286
3,3,2.578601429,0,0,0.02743193,0,0.164591581,0,0.02743193,0.05486386,0,0,0.02743193,0,11.17393952,9.720047229,8.11070733,6.300199944,4.270237117,2.02081885,31.12083406,-29.50833357,-0.210065255
4,4,3.46140157,0,0,0.036823421,0,0.220940526,0,0.036823421,0.073646842,0,0,0.036823421,0,14.9994068,13.04776549,10.88745813,8.457112347,5.732179196,2.712658677,31.12500073,-29.50833357,-0.202154234
5,5,3.90179253,0,0,0.041508431,0,0.249050587,0,0.041508431,0.083016862,0,0,0.041508431,0,16.90776763,14.70782078,12.27265948,9.533103025,6.461479119,3.057787763,31.1291674,-29.50833357,-0.172979368
6,6,3.90179253,0,0,0.041508431,0,0.249050587,0,0.041508431,0.083016862,0,0,0.041508431,0,16.90776763,14.70782078,12.27265948,9.533103025,6.461479119,3.057787763,31.13333406,-29.50833357,-0.167273539
7,7,3.90179253,0,0,0.041508431,0,0.249050587,0,0.041508431,0.083016862,0,0,0.041508431,0,16.90776763,14.70782078,12.27265948,9.533103025,6.461479119,3.057787763,31.13750073,-29.50833357,-0.18236252
8,8,3.90179253,0,0,0.041508431,0,0.249050587,0,0.041508431,0.083016862,0,0,0.041508431,0,16.90776763,14.70782078,12.27265948,9.533103025,6.461479119,3.057787763,31.1416674,-29.50833357,-0.192702203
9,9,3.301263174,0,0,0.035119821,0,0.210718926,0,0.035119821,0.070239642,0,0,0.035119821,0,14.30547376,12.44412324,10.38376041,8.065852224,5.466985469,2.587160147,31.14583406,-29.50833357,-0.178676589
10,10,3.90163538,0,0,0.041506759,0,0.249040556,0,0.041506759,0.083013519,0,0,0.041506759,0,16.90708665,14.7072284,12.27216518,9.532719066,6.461218874,3.057664606,31.1166674,-29.51250024,-0.163309058
11,11,3.90163538,0,0,0.041506759,0,0.249040556,0,0.041506759,0.083013519,0,0,0.041506759,0,16.90708665,14.7072284,12.27216518,9.532719066,6.461218874,3.057664606,31.12083406,-29.51250024,-0.168152361
12,12,3.90163538,0,0,0.041506759,0,0.249040556,0,0.041506759,0.083013519,0,0,0.041506759,0,16.90708665,14.7072284,12.27216518,9.532719066,6.461218874,3.057664606,31.12500073,-29.51250024,-0.153905633
13,13,3.90163538,0,0,0.041506759,0,0.249040556,0,0.041506759,0.083013519,0,0,0.041506759,0,16.90708665,14.7072284,12.27216518,9.532719066,6.461218874,3.057664606,31.1291674,-29.51250024,-0.170162348
14,14,3.90163538,0,0,0.041506759,0,0.249040556,0,0.041506759,0.083013519,0,0,0.041506759,0,16.90708665,14.7072284,12.27216518,9.532719066,6.461218874,3.057664606,31.13333406,-29.51250024,-0.167112962
15,15,3.90163538,0,0,0.041506759,0,0.249040556,0,0.041506759,0.083013519,0,0,0.041506759,0,16.90708665,14.7072284,12.27216518,9.532719066,6.461218874,3.057664606,31.13750073,-29.51250024,-0.165957734
16,16,3.90163538,0,0,0.041506759,0,0.249040556,0,0.041506759,0.083013519,0,0,0.041506759,0,16.90708665,14.7072284,12.27216518,9.532719066,6.461218874,3.057664606,31.1416674,-29.51250024,-0.192887196
17,17,3.90163538,0,0,0.041506759,0,0.249040556,0,0.041506759,0.083013519,0,0,0.041506759,0,16.90708665,14.7072284,12.27216518,9.532719066,6.461218874,3.057664606,31.14583406,-29.51250024,-0.189772143
18,18,3.90163538,0,0,0.041506759,0,0.249040556,0,0.041506759,0.083013519,0,0,0.041506759,0,16.90708665,14.7072284,12.27216518,9.532719066,6.461218874,3.057664606,31.15000073,-29.51250024,-0.176763582
19,19,3.094454549,0,0.041740242,0.016046014,0,0.096276086,0,0.266487468,0.407754208,0,0,0.016046014,0,14.42498227,14.89631785,15.49934064,16.19339387,16.95386678,17.73901913,31.1541674,-29.51250024,-0.165436421
20,20,2.480171788,0,0,0.026384806,0,0.158308838,0,0.026384806,0.052769613,0,0,0.026384806,0,10.74741108,9.34901635,7.801107717,6.059710504,4.107234841,1.943680728,31.11250073,-29.5166669,-0.159695878
21,21,3.901477831,0,0,0.041505083,0,0.2490305,0,0.041505083,0.083010167,0,0,0.041505083,0,16.90640393,14.70663452,12.27166963,9.532334133,6.460957968,3.057541137,31.1166674,-29.5166669,-0.148055517
22,22,3.901477831,0,0,0.041505083,0,0.2490305,0,0.041505083,0.083010167,0,0,0.041505083,0,16.90640393,14.70663452,12.27166963,9.532334133,6.460957968,3.057541137,31.12083406,-29.5166669,-0.150427459
23,23,3.901477831,0,0,0.041505083,0,0.2490305,0,0.041505083,0.083010167,0,0,0.041505083,0,16.90640393,14.70663452,12.27166963,9.532334133,6.460957968,3.057541137,31.12500073,-29.5166669,-0.130525769
24,24,3.901477831,0,0,0.041505083,0,0.2490305,0,0.041505083,0.083010167,0,0,0.041505083,0,16.90640393,14.70663452,12.27166963,9.532334133,6.460957968,3.057541137,31.1291674,-29.5166669,-0.137290406
25,25,3.901477831,0,0,0.041505083,0,0.2490305,0,0.041505083,0.083010167,0,0,0.041505083,0,16.90640393,14.70663452,12.27166963,9.532334133,6.460957968,3.057541137,31.13333406,-29.5166669,-0.164010316
26,26,3.901477831,0,0,0.041505083,0,0.2490305,0,0.041505083,0.083010167,0,0,0.041505083,0,16.90640393,14.70663452,12.27166963,9.532334133,6.460957968,3.057541137,31.13750073,-29.5166669,-0.168799151
27,27,3.901477831,0,0,0.041505083,0,0.2490305,0,0.041505083,0.083010167,0,0,0.041505083,0,16.90640393,14.70663452,12.27166963,9.532334133,6.460957968,3.057541137,31.1416674,-29.5166669,-0.163952949
28,28,3.901477831,0,0,0.041505083,0,0.2490305,0,0.041505083,0.083010167,0,0,0.041505083,0,16.90640393,14.70663452,12.27166963,9.532334133,6.460957968,3.057541137,31.14583406,-29.5166669,-0.170423598
29,29,4.198410372,0,0.048915869,0.02488944,0,0.14933664,0,0.318384652,0.490021698,0,0,0.02488944,0,19.38339775,19.61325994,19.9629666,20.37473005,20.81565203,21.23681667,31.15000073,-29.5166669,-0.154439941
30,30,4.639632383,0,0.121601689,0.000199662,0,0.001197971,0,0.729809794,1.094814522,0,0,0.000199662,0,23.06404809,26.90418615,31.39173513,36.48582838,42.14579887,48.25004493,31.1541674,-29.5166669,-0.146893661
31,31,4.579645717,0,0.120516993,0,0,0,0,0.723101955,1.084652933,0,0,0,0,22.77771159,26.59408302,31.05321175,36.11492543,41.73905175,47.80507371,31.15833406,-29.5166669,-0.146718424
32,32,2.743561676,0,0.072198991,0,0,0,0,0.433193949,0.649790923,0,0,0,0,13.64560939,15.93191079,18.60327347,21.63563111,25.00491738,28.63893328,31.16250073,-29.5166669,-0.128957602
33,33,3.633676026,0,0,0.038656128,0,0.231936768,0,0.038656128,0.077312256,0,0,0.038656128,0,15.74592945,13.69715467,11.42932849,8.87802405,6.017470583,2.847668092,31.11250073,-29.52083357,-0.1570883
34,34,3.901320681,0,0,0.041503411,0,0.249020469,0,0.041503411,0.083006823,0,0,0.041503411,0,16.90572295,14.70604214,12.27117533,9.531950174,6.460697723,3.05741798,31.1166674,-29.52083357,-0.139968772
35,35,3.901320681,0,0,0.041503411,0,0.249020469,0,0.041503411,0.083006823,0,0,0.041503411,0,16.90572295,14.70604214,12.27117533,9.531950174,6.460697723,3.05741798,31.12083406,-29.52083357,-0.140507948
36,36,3.901320681,0,0,0.041503411,0,0.249020469,0,0.041503411,0.083006823,0,0,0.041503411,0,16.90572295,14.70604214,12.27117533,9.531950174,6.460697723,3.05741798,31.12500073,-29.52083357,-0.12044361
37,37,3.901320681,0,0,0.041503411,0,0.249020469,0,0.041503411,0.083006823,0,0,0.041503411,0,16.90572295,14.70604214,12.27117533,9.531950174,6.460697723,3.05741798,31.1291674,-29.52083357,-0.127898368
38,38,3.901320681,0,0,0.041503411,0,0.249020469,0,0.041503411,0.083006823,0,0,0.041503411,0,16.90572295,14.70604214,12.27117533,9.531950174,6.460697723,3.05741798,31.13333406,-29.52083357,-0.162424861
39,39,3.901320681,0,0,0.041503411,0,0.249020469,0,0.041503411,0.083006823,0,0,0.041503411,0,16.90572295,14.70604214,12.27117533,9.531950174,6.460697723,3.05741798,31.13750073,-29.52083357,-0.158045047
40,40,3.901320681,0,0,0.041503411,0,0.249020469,0,0.041503411,0.083006823,0,0,0.041503411,0,16.90572295,14.70604214,12.27117533,9.531950174,6.460697723,3.05741798,31.1416674,-29.52083357,-0.153365733
41,41,4.191077651,0,0.047733849,0.02528927,0,0.15173562,0,0.311692366,0.480183184,0,0,0.02528927,0,19.32286016,19.49410075,19.776616,20.11234586,20.46851952,20.79740314,31.14583406,-29.52083357,-0.152298276
42,42,4.638334883,0,0.121413838,0.000261798,0,0.00157079,0,0.728744825,1.093248136,0,0,0.000261798,0,23.05385454,26.88475076,31.36170391,36.44380641,42.09041242,48.18010812,31.15000073,-29.52083357,-0.149351207
43,43,4.643013516,0,0.122184566,0,0,0,0,0.733107397,1.099661096,0,0,0,0,23.09288301,26.96206094,31.48288989,36.61464167,42.3165881,48.4665446,31.1541674,-29.52083357,-0.132448283
44,44,4.643013516,0,0.122184566,0,0,0,0,0.733107397,1.099661096,0,0,0,0,23.09288301,26.96206094,31.48288989,36.61464167,42.3165881,48.4665446,31.15833406,-29.52083357,-0.137530554
45,45,4.643013516,0,0.122184566,0,0,0,0,0.733107397,1.099661096,0,0,0,0,23.09288301,26.96206094,31.48288989,36.61464167,42.3165881,48.4665446,31.16250073,-29.52083357,-0.115913824
46,46,4.36196968,0,0.114788676,0,0,0,0,0.688732055,1.033098082,0,0,0,0,21.69505972,25.33003446,29.57721546,34.39833985,39.75514472,45.5328414,31.1666674,-29.52083357,-0.100254608
47,47,3.901163132,0,0,0.041501735,0,0.249010413,0,0.041501735,0.083003471,0,0,0.041501735,0,16.90504024,14.70544826,12.27067978,9.53156524,6.460436817,3.057294511,31.11250073,-29.52500024,-0.148405609
48,48,3.901163132,0,0,0.041501735,0,0.249010413,0,0.041501735,0.083003471,0,0,0.041501735,0,16.90504024,14.70544826,12.27067978,9.53156524,6.460436817,3.057294511,31.1166674,-29.52500024,-0.138852672
49,49,3.901163132,0,0,0.041501735,0,0.249010413,0,0.041501735,0.083003471,0,0,0.041501735,0,16.90504024,14.70544826,12.27067978,9.53156524,6.460436817,3.057294511,31.12083406,-29.52500024,-0.140845435
50,50,3.901163132,0,0,0.041501735,0,0.249010413,0,0.041501735,0.083003471,0,0,0.041501735,0,16.90504024,14.70544826,12.27067978,9.53156524,6.460436817,3.057294511,31.12500073,-29.52500024,-0.11333224
51,51,3.901163132,0,0,0.041501735,0,0.249010413,0,0.041501735,0.083003471,0,0,0.041501735,0,16.90504024,14.70544826,12.27067978,9.53156524,6.460436817,3.057294511,31.1291674,-29.52500024,-0.11742151
52,52,3.901163132,0,0,0.041501735,0,0.249010413,0,0.041501735,0.083003471,0,0,0.041501735,0,16.90504024,14.70544826,12.27067978,9.53156524,6.460436817,3.057294511,31.13333406,-29.52500024,-0.159291486
53,53,3.901163132,0,0,0.041501735,0,0.249010413,0,0.041501735,0.083003471,0,0,0.041501735,0,16.90504024,14.70544826,12.27067978,9.53156524,6.460436817,3.057294511,31.13750073,-29.52500024,-0.15724041
54,54,3.959276126,0,0.009573389,0.038249865,0,0.229499192,0,0.095690199,0.162660232,0,0,0.038249865,0,17.38981568,15.66573013,13.77595343,11.65354465,9.269812769,6.61518439,31.1416674,-29.52500024,-0.153017418
55,55,4.63751684,0,0.12130501,0.00029709,0,0.001782541,0,0.728127148,1.092339267,0,0,0.00029709,0,23.04766154,26.87324107,31.34409713,36.41929959,42.05821536,48.13953945,31.14583406,-29.52500024,-0.137749712
56,56,4.642826015,0,0.122179632,0,0,0,0,0.733077792,1.099616688,0,0,0,0,23.09195044,26.96097212,31.4816185,36.61316305,42.3148792,48.46458735,31.15000073,-29.52500024,-0.131758219
57,57,4.642826015,0,0.122179632,0,0,0,0,0.733077792,1.099616688,0,0,0,0,23.09195044,26.96097212,31.4816185,36.61316305,42.3148792,48.46458735,31.1541674,-29.52500024,-0.100253691
58,58,4.644923263,0,0.12228339,8.39E-05,8.39E-05,8.39E-05,0.000167778,0.734035898,1.112294999,0,0,0,0,23.12246633,26.98177086,31.49090457,36.60902245,42.29525151,48.43919266,31.15833406,-29.52500024,-0.089627422
59,59,4.72231186,0,0.126112247,0.003179706,0.003179706,0.003179706,0.006359413,0.769392309,1.580169107,0,0,0,0,24.24857656,27.74927659,31.83354348,36.45616014,41.57084952,47.50195778,31.16250073,-29.52500024,-0.075138778
60,60,4.642826015,0,0.122179632,0,0,0,0,0.733077792,1.099616688,0,0,0,0,23.09195044,26.96097212,31.4816185,36.61316305,42.3148792,48.46458735,31.1666674,-29.52500024,-0.08453898
61,61,4.642826015,0,0.122179632,0,0,0,0,0.733077792,1.099616688,0,0,0,0,23.09195044,26.96097212,31.4816185,36.61316305,42.3148792,48.46458735,31.17083406,-29.52500024,-0.121675818
62,62,4.712269876,0,0.140827863,0.029054041,0.029054041,0.029054041,0.058108082,0.96118334,5.335016504,0,0,0,0,30.39349136,30.34966398,30.24340539,29.99871893,29.52992325,32.81217962,31.17500073,-29.52500024,-0.112856408
63,63,3.901005583,0,0,0.041500059,0,0.249000356,0,0.041500059,0.083000119,0,0,0.041500059,0,16.90435752,14.70485438,12.27018423,9.531180306,6.460175912,3.057171042,31.11250073,-29.5291669,-0.143193398
64,64,3.901005583,0,0,0.041500059,0,0.249000356,0,0.041500059,0.083000119,0,0,0.041500059,0,16.90435752,14.70485438,12.27018423,9.531180306,6.460175912,3.057171042,31.1166674,-29.5291669,-0.120344816
65,65,3.901005583,0,0,0.041500059,0,0.249000356,0,0.041500059,0.083000119,0,0,0.041500059,0,16.90435752,14.70485438,12.27018423,9.531180306,6.460175912,3.057171042,31.12083406,-29.5291669,-0.095670477
66,66,3.901005583,0,0,0.041500059,0,0.249000356,0,0.041500059,0.083000119,0,0,0.041500059,0,16.90435752,14.70485438,12.27018423,9.531180306,6.460175912,3.057171042,31.12500073,-29.5291669,-0.100613332
67,67,3.901005583,0,0,0.041500059,0,0.249000356,0,0.041500059,0.083000119,0,0,0.041500059,0,16.90435752,14.70485438,12.27018423,9.531180306,6.460175912,3.057171042,31.1291674,-29.5291669,-0.119031259
68,68,3.901005583,0,0,0.041500059,0,0.249000356,0,0.041500059,0.083000119,0,0,0.041500059,0,16.90435752,14.70485438,12.27018423,9.531180306,6.460175912,3.057171042,31.13333406,-29.5291669,-0.13694504
69,69,3.901005583,0,0,0.041500059,0,0.249000356,0,0.041500059,0.083000119,0,0,0.041500059,0,16.90435752,14.70485438,12.27018423,9.531180306,6.460175912,3.057171042,31.13750073,-29.5291669,-0.144238958
70,70,3.901012689,0,1.15E-06,0.041499669,0,0.248998014,0,0.041506585,0.083009712,0,0,0.041499669,0,16.90441637,14.70497041,12.27036581,9.531436069,6.460514353,3.057599511,31.1416674,-29.5291669,-0.14445064
71,71,4.55225665,0,0.107285381,0.005057576,0,0.030345457,0,0.648769864,0.975683584,0,0,0.005057576,0,22.33705643,25.4663753,29.13922327,33.31140926,37.94379975,42.92910937,31.14583406,-29.5291669,-0.112915367
72,72,4.642638514,0,0.122174698,0,0,0,0,0.733048186,1.09957228,0,0,0,0,23.09101787,26.9598833,31.48034711,36.61168442,42.31317031,48.4626301,31.15000073,-29.5291669,-0.105267954
73,73,4.642891507,0,0.122187203,1.01E-05,1.01E-05,1.01E-05,2.02E-05,0.733163617,1.101098825,0,0,0,0,23.09469433,26.96239025,31.48146846,36.61118977,42.31081167,48.45957778,31.1541674,-29.5291669,-0.100205638
74,74,6.731279738,0,0.225511859,0.083553222,0.083553222,0.083553222,0.167106445,1.687284042,13.72705787,0,0,0,0,53.48366021,47.6741196,40.72781867,32.48603358,22.76218942,23.16748084,31.15833406,-29.5291669,-0.091395371
75,75,8.036988325,0,0.290112815,0.135786303,0.135786303,0.135786303,0.271572606,2.283822104,21.62109773,0,0,0,0,72.48354147,60.62357037,46.50885113,29.90689319,10.53994387,7.354283253,31.16250073,-29.5291669,-0.065930124
76,76,6.202717769,0,0.199360841,0.062408827,0.062408827,0.062408827,0.124817654,1.445800356,10.53148336,0,0,0,0,45.79234651,42.43207161,38.38760738,33.53009137,27.70985819,29.56879751,31.1666674,-29.5291669,-0.060680641
77,77,6.797827327,0,0.228804353,0.086215367,0.086215367,0.086215367,0.172430735,1.717687586,14.12939059,0,0,0,0,54.45202043,48.33410967,41.02245852,32.35458347,22.1392626,22.36153525,31.17083406,-29.5291669,-0.097352375
78,78,8.642254401,0,0.320058821,0.159999126,0.159999126,0.159999126,0.319998253,2.56034943,25.28040709,0,0,0,0,81.29100354,66.62633492,49.18867114,28.7113268,4.874283446,0.024025183,31.17500073,-29.5291669,-0.113890863
79,79,7.938971404,0,0.294035978,0.147017989,0.147017989,0.147017989,0.294035978,2.352287823,23.22884226,0,0,0,0,74.68513839,61.2084894,45.18352861,26.36522602,4.459545665,0,31.1791674,-29.5291669,-0.111637106
80,80,3.900848034,0,0,0.041498383,0,0.2489903,0,0.041498383,0.082996767,0,0,0.041498383,0,16.90367481,14.7042605,12.26968867,9.530795373,6.459915006,3.057047572,31.11250073,-29.53333357,-0.107763981
81,81,3.900848034,0,0,0.041498383,0,0.2489903,0,0.041498383,0.082996767,0,0,0.041498383,0,16.90367481,14.7042605,12.26968867,9.530795373,6.459915006,3.057047572,31.1166674,-29.53333357,-0.077795709
82,82,3.900848034,0,0,0.041498383,0,0.2489903,0,0.041498383,0.082996767,0,0,0.041498383,0,16.90367481,14.7042605,12.26968867,9.530795373,6.459915006,3.057047572,31.12083406,-29.53333357,-0.088954931
83,83,3.900848034,0,0,0.041498383,0,0.2489903,0,0.041498383,0.082996767,0,0,0.041498383,0,16.90367481,14.7042605,12.26968867,9.530795373,6.459915006,3.057047572,31.12500073,-29.53333357,-0.10091095
84,84,3.900848034,0,0,0.041498383,0,0.2489903,0,0.041498383,0.082996767,0,0,0.041498383,0,16.90367481,14.7042605,12.26968867,9.530795373,6.459915006,3.057047572,31.1291674,-29.53333357,-0.085251615
85,85,3.900848034,0,0,0.041498383,0,0.2489903,0,0.041498383,0.082996767,0,0,0.041498383,0,16.90367481,14.7042605,12.26968867,9.530795373,6.459915006,3.057047572,31.13333406,-29.53333357,-0.066125581
86,86,13.25017251,0.389775456,0,0.040405507,0.097443864,0.242433045,0.389775456,0.332737099,0.178254879,0,0,0.332737099,0,58.2619277,57.06239315,55.73133793,54.13645694,52.15336931,49.68463119,31.13750073,-29.53333357,-0.069004232
87,87,39.31810336,0.990426032,0,0.037411313,0.247606508,0.514228745,0.990426032,0.780230836,0.515603046,0,0,0.876817793,0,171.590697,173.0960792,174.7980488,176.3403998,177.3218024,177.4302587,31.1416674,-29.53333357,-0.081397119
88,88,67.95302753,0,0.074880239,0.008918033,0,1.633900413,0,0.45819947,1.74535303,0,0,0.535715437,0,291.1928302,299.0617526,308.1574964,317.7378417,327.0694864,335.726352,31.14583406,-29.53333357,-0.083385864
89,89,4.642451012,0,0.122169763,0,0,0,0,0.733018581,1.099527871,0,0,0,0,23.0900853,26.95879448,31.47907572,36.61020579,42.31146142,48.46067285,31.15000073,-29.53333357,-0.1045641
90,90,6.669824882,0,0.222475669,0.081102297,0.081102297,0.081102297,0.162204593,1.659263198,13.35660254,0,0,0,0,52.59119992,47.06540679,40.45528625,32.60557746,23.33398547,23.9075266,31.1541674,-29.53333357,-0.109693843
91,91,8.643888524,0,0.320144019,0.16007201,0.16007201,0.16007201,0.320144019,2.561152155,25.29137753,0,0,0,0,81.31658093,66.64331337,49.19546432,28.70624707,4.855517628,0,31.15833406,-29.53333357,-0.110776789
92,92,7.461655017,0,0.234355198,0.142379036,0.117177599,0.117177599,0.234355198,1.874841586,18.64006785,0,0,0.050402874,0,62.33198035,49.87700271,36.01258214,21.01384945,3.554387174,0,31.16250073,-29.53333357,-0.080021808
93,93,8.316424384,0,0.296381564,0.155171274,0.148190782,0.148190782,0.296381564,2.371052515,23.44904604,0,0,0.013960984,0,76.0580788,61.9992503,45.54396705,26.57554694,4.495120393,0,31.1666674,-29.53333357,-0.069638863
94,94,8.146929515,0,0.30173813,0.150869065,0.150869065,0.150869065,0.30173813,2.413905042,23.83731229,0,0,0,0,76.64148507,62.81182077,46.36709267,27.05585234,4.576361641,0,31.17083406,-29.53333357,-0.091289282
95,95,5.646751412,0,0.209138941,0.104569471,0.104569471,0.104569471,0.209138941,1.673111529,16.52197635,0,0,0,0,53.12129106,43.53575626,32.13768396,18.75279173,3.171940608,0,31.17500073,-29.53333357,-0.115339467
96,96,3.685502734,0,0,0.039049058,0,0.234294351,0.014891237,0.053940296,0.092989354,0,0,0.039049058,0,16.60090755,14.79934972,12.89564379,10.83959923,8.605183334,6.187432361,31.11250073,-29.53750024,-0.091632935
97,97,3.900690883,0,0,0.041496712,0,0.248980269,0,0.041496712,0.082993423,0,0,0.041496712,0,16.90299383,14.70366812,12.26919437,9.530411414,6.459654761,3.056924416,31.1166674,-29.53750024,-0.084183871
98,98,3.900690883,0,0,0.041496712,0,0.248980269,0,0.041496712,0.082993423,0,0,0.041496712,0,16.90299383,14.70366812,12.26919437,9.530411414,6.459654761,3.056924416,31.12083406,-29.53750024,-0.08345261
99,99,3.900690883,0,0,0.041496712,0,0.248980269,0,0.041496712,0.082993423,0,0,0.041496712,0,16.90299383,14.70366812,12.26919437,9.530411414,6.459654761,3.056924416,31.12500073,-29.53750024,-0.072443325
100,100,3.900690883,0,0,0.041496712,0,0.248980269,0,0.041496712,0.082993423,0,0,0.041496712,0,16.90299383,14.70366812,12.26919437,9.530411414,6.459654761,3.056924416,31.1291674,-29.53750024,-0.057355754
101,101,58.48543887,2.270034738,0,0.035068275,0.567508685,0.212794033,2.272419122,1.737594329,0.640029618,0,0,1.739978712,0,258.3680271,261.8999505,265.7839716,269.5801251,272.6951391,274.6091924,31.13333406,-29.53750024,-0.035632493
102,102,191.8707034,6.975096922,0,0.012190272,1.74377423,0.438882605,7.340837896,5.243512963,2.133895748,0,0,5.609253937,0,848.5030432,850.0838041,850.7790741,848.9183655,842.3840361,836.7471311,31.13750073,-29.53750024,-0.045078747
103,103,271.9423899,1.362981939,0,0.003132115,0.340745485,5.74021956,1.686125557,1.025368569,4.269008834,0,0,3.147939938,0,1165.699115,1176.294755,1187.950434,1197.603671,1202.189253,1206.629688,31.1416674,-29.53750024,-0.055306693
104,104,78.68339079,0,0.023441707,0,0,1.856582754,0.124994942,0.140650243,1.49036218,0,0,0.702190879,0,336.6188539,338.902931,341.3990591,343.1631698,343.2928598,343.8797889,31.14583406,-29.53750024,-0.065133496
105,105,6.60387226,0,0.219395833,0.078780426,0.078780426,0.078780426,0.157560852,1.6314967,13.00382217,0,0,0,0,51.70726776,46.4438364,40.1446642,32.65783881,23.8051877,24.52787544,31.15000073,-29.53750024,-0.08515518
106,106,8.643509348,0,0.320129597,0.160064333,0.160064333,0.160064333,0.320128667,2.561034916,25.29017306,0,0,0,0,81.31285718,66.64032272,49.19334478,28.70514916,4.855606871,0.000368899,31.1541674,-29.53750024,-0.106914475
107,107,7.240141506,0,0.218293488,0.139062685,0.109146744,0.109146744,0.218293488,1.746347903,17.39476525,0,0,0.059831881,0,58.77718733,46.73778517,33.54443264,19.57364942,3.310784567,0,31.15833406,-29.53750024,-0.116797871
108,108,4.267480088,0,0.002582287,0.094574662,0.001291144,0.001291144,0.002582287,0.020658299,0.670418291,0,0,0.186567037,0,11.04146603,4.579831944,0.396811485,0.231545097,0.039164691,0,31.16250073,-29.53750024,-0.119355661
109,109,8.352477753,0,0.299010173,0.155709599,0.149505086,0.149505086,0.299010173,2.392081382,23.65282621,0,0,0.012409026,0,76.639353,62.5128132,45.94789655,26.81124549,4.53498762,0,31.1666674,-29.53750024,-0.123436511
110,110,4.002985528,0,0,0,0,0,0,0.17033981,1.192378668,0,0,0,0,26.68657018,32.7620234,40.31375496,49.34176487,59.84605314,71.74144985,31.08750073,-29.5416669,-0.086865119
111,111,5.78503536,0,0,0,0,0,0,0.246171717,1.723202022,0,0,0,0,38.5669024,47.34702699,58.2606398,71.30774083,86.48833007,103.6793217,31.0916674,-29.5416669,-0.105051402
112,112,5.483130272,0,0,0,0,0,0,0.233324692,1.633272847,0,0,0,0,36.55420181,44.87611584,55.22017721,67.5863859,81.97474194,98.26858296,31.09583406,-29.5416669,-0.114693158
113,113,3.588956373,0,0,0,0,0,0,0.152721548,1.069050834,0,0,0,0,23.92637582,29.37344436,36.14409964,44.23834167,53.65617045,64.32122521,31.10000073,-29.5416669,-0.120342101
114,114,0.58894778,0,0,0.003827474,0,0.022964847,0.229165181,0.232992656,0.23682013,0,0,0.003827474,0,12.25343305,16.17555016,21.90929971,29.67746774,39.4775026,51.2330159,31.11250073,-29.5416669,-0.109502229
115,115,1.344806086,0,0,0.012424969,0,0.074549815,0.176858991,0.189283961,0.20170893,0,0,0.012424969,0,13.31452368,15.83946216,19.70886442,25.07888116,31.94122908,40.23695516,31.1166674,-29.5416669,-0.079394917
116,116,3.296856642,0,0,0.034628527,0,0.207771164,0.041775071,0.076403598,0.111032125,0,0,0.034628527,0,16.05485677,14.97149609,14.02610766,13.20275232,12.47834441,11.83895888,31.12083406,-29.5416669,-0.069247085
117,117,3.900533334,0,0,0.041495035,0,0.248970213,0,0.041495035,0.082990071,0,0,0.041495035,0,16.90231112,14.70307424,12.26869882,9.53002648,6.459393855,3.056800946,31.12500073,-29.5416669,-0.052452956
118,118,27.22383783,0,0.009118238,0.030297819,0,0.127077486,0.009118238,0.021179581,0.042359162,0,0,0.021179581,0,211.1931765,211.6687301,211.6513431,210.3477125,206.5975951,200.7799925,31.1291674,-29.5416669,-0.049880789
119,119,46.78212611,0.011657719,0.682151479,0.68855175,0.00291443,0.16879831,1.622550684,0.015143561,0.032062396,0,0,0.145540241,0,320.1069624,322.0391585,323.2355933,322.792899,319.0060851,320.2749664,31.13333406,-29.5416669,-0.027905294
120,120,72.45395323,0,0.47552592,0,0,1.038300895,1.889776514,0,0.916661521,0,0,1.038300895,0,344.9753841,305.3861678,258.9269131,204.2905498,140.2027258,93.1096825,31.13750073,-29.5416669,-0.024622337
121,121,87.23133827,0,1.314549291,0.004816179,0,0.987999816,0.987999816,0.072242683,1.60928689,0,0,0.987999816,0,423.8032441,389.2637156,348.6251551,301.0003856,244.5202249,198.9351261,31.1416674,-29.5416669,-0.028673419
122,122,22.29512382,0,0.231610021,0.321435197,0.068873609,0.331597693,0.400471302,4.890401562,43.72519914,0,0,0.262724083,0,200.0681358,169.0568246,131.9602846,87.92377918,36.23170034,14.20457082,31.14583406,-29.5416669,-0.047399315
123,123,8.642204828,0,0.32008166,0.16004083,0.16004083,0.16004083,0.32008166,2.560653282,25.28645116,0,0,0,0,81.30074171,66.63033228,49.1858818,28.70065554,4.854571848,0,31.15000073,-29.5416669,-0.072485479
124,124,8.083827326,0,0.279527942,0.151687813,0.139763971,0.139763971,0.279527942,2.236223539,22.14232666,0,0,0.023847684,0,72.32761842,58.70509981,42.95412714,25.06433883,4.239507126,0,31.1541674,-29.5416669,-0.102848065
